Sample,Species,Taxon,10_0,2,3,12_0,5,13_0,7,8,14_0,10,14_1,12,15_0,14,15,16_0,16_1,18,17_0,17_1,21,18_0,18_1,24,25,18_2,27,18_3n6,29,30,18_3n3,32,33,20_0,20_1,20_2,37,20_3n6,39,20_4n6,20_3n3,42,43,44,20_5n3,22_0,47,22_1,49,50,51,22_2,53,22_4,55,22_5,24_0,22_6n4__24_1(comb),60
IGBD3_A,gsd,fish,0.001272702,0,0,0.005854033,0,0,0,0,0.018562539,0,0.005379106,0.003439154,0.002838198,0,0.005192635,0.160672191,0.102678009,0.007759659,0.015705965,0.011395381,0.01318319,0.075155167,0.147139035,0,0,0.053244412,0,0.004028811,0.0018973,0,0.029572264,0.004905185,0,0.00347509,0.00216644,0,0,0,0,0.041056774,0,0,0,0.004027514,0.101646946,0,0,0,0,0,0,0,0,0.011134868,0.003786116,0.053002329,0,0.109828985,0
IGBD3a_A,gsd,fish,0.001273487,0,0,0.005801352,0,0,0,0,0.018220361,0,0.005423792,0.003478226,0.002658137,0,0.006171639,0.157706838,0.100427834,0.007995036,0.015219369,0.012022826,0.013549377,0.074505465,0.144233813,0,0,0.051695663,0.001940922,0.003902234,0.002130068,0,0.02907076,0.004823673,0,0.003398768,0.00538306,0,0,0.001981243,0,0.040216539,0,0,0,0.003860997,0.100832445,0,0,0,0,0,0,0,0,0.010550524,0.006844432,0.054068708,0.003222346,0.107390064,0
IGBD4_A,gsd,fish,0.000887252,0,0,0.004717227,0.000246738,0.00046205,0,0.00029851,0.022337263,0.000822842,0.007019025,0.004402441,0.003112026,0.001010629,0.003970922,0.160441074,0.178337995,0.007252944,0.025143918,0.015004768,0.009656292,0.044047036,0.158823596,0.001098839,0.001315916,0.055008401,0.00309741,0.005203823,0.003315305,0,0.026381916,0.007504655,0.001234378,0.002227744,0.003985412,0.000867433,0,0.002397969,0,0.020688326,0.000862852,0,0,0.005273704,0.062011669,0.000729164,0,0,0,0,0,0,0.000623451,0.005462018,0.001316747,0.042805349,0.00151205,0.097080922,0
IGBD4a_A,gsd,fish,0.000913911,0.00016131,0,0.004820043,0.000254286,0.000491052,0,0.000316176,0.023259465,0.000319777,0.00713926,0.004683133,0.00314416,0.000969623,0.004043638,0.160429089,0.1794018,0.007362213,0.025304308,0.015084117,0.009977973,0.043702877,0.159955316,0.00238593,0.001339596,0.054512467,0.003065984,0.0050543,0.003262653,0,0.02689019,0.007427685,0.001253501,0.002195579,0.004017885,0.000877323,0,0.002439778,0,0.020404578,0.000865005,0,0.005013222,0,0.06134132,0.000623636,0,0,0,0,0,0,0.000619147,0.005199477,0.001322884,0.041865587,0.001632188,0.094656558,0
IGBD7_A,gsd,fish,0.001415821,0,0,0.010344286,0.000444977,0.000238575,0,0.00041686,0.026406787,0.000502619,0.00778629,0.004797891,0.003273671,0.001176171,0.003776112,0.13369273,0.16230459,0.007830731,0.030115531,0.020785212,0.015041335,0.039526446,0.153589366,0.00105112,0.00099098,0.054494074,0.002229183,0.004554721,0.003630094,0,0.031663995,0.006274228,0.001064739,0.002373439,0.004180858,0.000926276,0,0.002306937,0,0.024832579,0.00068357,0,0.002925969,0,0.101532536,0.000712478,0,0,0,0,0,0,0.000854775,0.003924523,0.001540068,0.042772496,0.002134534,0.078879829,0
IGS1_A,gs,fish,0.000518965,0.001400634,0.000821882,0.000691921,0.000313265,0.000906132,0,0.000938138,0.034300342,0.003411367,0.001858995,0.010387151,0.005849105,0.001197665,0.002622136,0.193097527,0.110735124,0.012808262,0.014338763,0.015409045,0.004188431,0.027882204,0.274146328,0.004761635,0.004990765,0.034149667,0.001564015,0.003607075,0.000943932,0.000603822,0.045382291,0.018761059,0,0.001679032,0.008688952,0.009406205,0.000460224,0.002975042,0,0.018690938,0.001570839,0,0.007067462,0,0.043342477,0.000791292,0,0.000616421,0,0,0,0.000391054,0.001664221,0.003387484,0.013040611,0.01261377,0.000549034,0.0404773,0
IGS2_A,gs,fish,0.000611575,0.002091659,0.000847451,0.000743571,0.00035832,0.001053936,0.000117059,0.000938005,0.035913605,0.004588136,0.002105494,0.01072772,0.006206662,0.001423907,0.002715039,0.176227265,0.111758724,0.014408914,0.015939011,0.016937316,0.004203831,0.030791121,0.283769657,0.004642353,0.004398233,0.033211285,0.001621918,0.003661405,0.001296876,0.000801749,0.042227078,0.014923054,0,0.001983592,0.009345556,0.007584622,0.000406073,0.003254763,0,0.019613578,0.001563957,0,0.007366501,0,0.039810882,0.000818555,0,0.001016594,0,0,0,0.000274087,0.001572862,0.00457872,0.014686265,0.015127517,0,0.039733946,0
IGS3_A,gs,fish,0.000666031,0.001655211,0.000754184,0.001124367,0.000355535,0.003577472,0,0.001502402,0.03732964,0.004460307,0.002364698,0.014276216,0.00808004,0.00084681,0.003345957,0.190346253,0.124247627,0.016467327,0.022633311,0.015664854,0.003929207,0.042403614,0.214030179,0.001830924,0.003615431,0.032669307,0.00337345,0.004280806,0.001207402,0.00083067,0.037286037,0.013294596,0,0.002196764,0.007698827,0.006483036,0,0.003399972,0,0.029473376,0.001467556,0,0,0.006084953,0.044104784,0,0,0,0,0,0,0,0.001479243,0.004764195,0.018946017,0.010997053,0,0.05445436,0
IGS6_A,gs,fish,0.000720182,0.001807799,0.000952466,0.001101625,0.000350589,0.00226937,0,0.001460144,0.055687573,0.002179194,0.002736491,0.011914436,0.00660331,0.001853192,0.002860534,0.129005595,0.291928851,0.014956782,0.023086035,0.026726568,0.004368385,0.014480127,0.139878654,0.00372975,0.003865267,0.031811592,0.003556854,0.004289867,0.002062925,0.000630118,0.031367049,0.027883096,0,0.000742822,0.004313065,0.002957245,0.000807027,0.002412007,0,0.017382835,0.001145534,0,0.006895612,0,0.061228018,0,0,0.000346963,0,0,0,0,0.004052153,0.00122889,0.009820532,0.008711196,0,0.031831681,0
IGS7_A,gs,fish,0.001648341,0.002726421,0.001227188,0.00097814,0.000490478,0.008816225,0,0.002432217,0.036413742,0.002154295,0.002749849,0.018399383,0.012327022,0.002809066,0.003709084,0.202663796,0.108783796,0.017055768,0.02264341,0.023076249,0.004159507,0.046780401,0.203947385,0.001893771,0.002559669,0.029106475,0.003328229,0.004854742,0.001123411,0.000981108,0.031964112,0.01043473,0,0.001963135,0.007542559,0.006656701,0,0.004109452,0,0.041542327,0.001038073,0,0,0.005347202,0.037056237,0,0,0,0,0,0,0,0,0.008012542,0.013759862,0.01308951,0,0.047644391,0
IGS8_A,gs,fish,0.000722094,0.002165365,0.001006734,0.001300241,0.000520503,0.001659581,9.80E-05,0.001594255,0.043415592,0.002715698,0.002413622,0.013041734,0.007775009,0.00188007,0.003934748,0.127379694,0.162984539,0.015865414,0.01742282,0.022340714,0.004669095,0.016405837,0.241054938,0.00601174,0.006029468,0.039032213,0.00193828,0.005014058,0.001633868,0.000983707,0.044388771,0.022223541,0,0.000869202,0.009764362,0.006515992,0.00117115,0.004175682,0,0.022832445,0.002007111,0,0.007967583,0,0.049203448,0.000425841,0.000142889,0.001209405,0,0,0,0,0.002157918,0.002479498,0.011665763,0.015015624,0.000305222,0.04246892,0
IHHC1_A,hhc,fish,0.000683386,0,0,0.001759675,0.000376975,0.001468611,0,0.000639903,0.040225119,0.001322241,0.002848442,0.005937027,0.004457076,0.001335674,0.003628226,0.149584372,0.146774882,0.021550677,0.023779493,0.021212404,0.013456979,0.034942791,0.196005737,0.002677883,0.001684331,0.052517706,0.004217912,0.003935653,0.006378051,0.00068448,0.024705292,0.007909347,0.004415325,0.001486882,0.016076132,0.00821257,0.000995919,0.00363452,0,0.026443091,0.002497266,0,0,0.007731926,0.073905511,0,0,0.000758316,0.000738929,0,0,0,0.002128489,0.004799155,0.003315531,0.026838599,0,0.039321496,0
IHHC2_A,hhc,fish,0.002531171,0,0,0.008082688,0.000383511,0.001232187,0,0.000530599,0.029328332,0.001416179,0.00365312,0.005770176,0.003817899,0.001804645,0.003204802,0.145341768,0.12767905,0.019486543,0.015701132,0.038538696,0.007700894,0.031988432,0.220177033,0.002495822,0.002027142,0.059449142,0.00353273,0.003127408,0.004552869,0.000755165,0.062290382,0.007453897,0.002374116,0.001240979,0.014910768,0.007307762,0.000835676,0.003478709,0,0.022248433,0.004180311,0,0,0.007631696,0.056888821,0,0,0,0,0,0,0,0.001547888,0.004426961,0.002781726,0.021730007,0,0.034362733,0
IHHC3_A,hhc,fish,0.000667856,0,0,0.001258852,0,0.004219976,0,0.000435233,0.022778988,0.001257157,0.002198744,0.003986929,0.004458877,0.000968035,0.003257298,0.166630685,0.127876748,0.019480242,0.017070173,0.013834031,0.00451828,0.043304181,0.221863928,0.002410645,0.00187946,0.066989312,0.004106528,0.003629539,0.005641387,0.000669422,0.02529451,0.004185353,0.00173535,0.001788955,0.017559702,0.006661207,0.000716606,0.004342526,0,0.030230498,0.003009877,0,0,0.006471323,0.062393516,0,0,0,0,0,0,0,0.002322887,0.006240302,0.003782057,0.026612349,0,0.051260474,0
ILMB1_A,lmb,fish,0.000999657,0,0,0.002481506,0,0.011789866,0,0.000765402,0.020639268,0,0.009845997,0.001596744,0.005469498,0.001675577,0.004228684,0.15349543,0.091257116,0.016070351,0.024601909,0.008914685,0.004272916,0.065400223,0.177883576,0.004264259,0,0.078753144,0.006240252,0.002882399,0.005881759,0,0.022287325,0.003321886,0,0.002596405,0.014223155,0.012071622,0.001727497,0.005744985,0,0.055736552,0.002285702,0,0,0.004779963,0.050366281,0,0,0,0,0,0,0,0,0.007443072,0.007994536,0.03333556,0,0.076675242,0
ILMB2_A,lmb,fish,0.00065002,0,0,0.002738938,0.000411693,0.021960295,0,0.000603998,0.023250688,0.000961602,0.002593676,0.00745493,0.004207144,0.001743788,0.002887695,0.169491263,0.118582884,0.011444045,0.023941185,0.013229854,0.004751087,0.063456238,0.169309121,0.002555134,0.000863321,0.058073272,0.006247187,0.004259859,0.007504547,0.000454833,0.037093202,0.005356814,0.001810063,0.002237641,0.010349527,0.009066436,0.00089623,0.00379342,0,0.039344243,0.00241742,0,0,0.005098509,0.048136301,0,0,0,0,0,0,0,0,0.006066202,0.003921034,0.034661018,0,0.066123641,0
ILMB3_A,lmb,fish,0.001654367,0,0,0.001476963,0,0.017523247,0,0.0006489,0.019589406,0,0.003235678,0.007338589,0.004948689,0.001546269,0.003358634,0.149316291,0.110361388,0.013412942,0.022725777,0.013892032,0.004873524,0.055495526,0.20460502,0.002931515,0.001002598,0.095039087,0.004102337,0.004099318,0.007746031,0,0.021506902,0.003499212,0,0.002542476,0.012747597,0.008862845,0,0.004594485,0,0.040403692,0.001676983,0,0,0.00345474,0.047286928,0,0,0,0,0,0,0,0,0.004010834,0.004428017,0.024364841,0,0.069696317,0
ILMB4_A,lmb,fish,0.000821783,0,0,0.002206804,0,0.012253054,0,0.000547748,0.018384996,0,0.002455616,0.005835643,0.004378314,0.001875897,0.002032698,0.184372482,0.092394348,0.009223219,0.019411865,0.007465722,0.005603996,0.075387955,0.173841582,0.002507555,0,0.068676685,0.004409613,0.004315808,0.00476968,0,0.039532791,0.004345094,0.001861595,0.002955834,0.009162338,0.008561733,0,0.00364942,0,0.041281633,0.002794195,0,0,0.00564836,0.050713459,0,0,0,0,0,0,0,0,0.006597633,0.003956233,0.037515112,0,0.078251507,0
ILMB5_A,lmb,fish,0.000298156,0.000507393,0,0.000852806,0,0.000494983,0,0.000343845,0.024886708,0,0.000816403,0.003431065,0.006968856,0.000500505,0.005891263,0.203200975,0.083891901,0.009829213,0.016616589,0.011037565,0.008929586,0.063539001,0.164262129,0.002354609,0.001057224,0.073902351,0.001909476,0.004961582,0.004311676,0.000633912,0.046939044,0.009448648,0.000571211,0.002136896,0.008528098,0.005847486,0,0.005880513,0,0.034182271,0.004793212,0,0.011288781,0,0.027345483,0.000897309,0,0.000852973,0,0,0,0,0.001248023,0.005133926,0.012753127,0.03212774,0.001359546,0.093235942,0
ILMB6_A,lmb,fish,0.000332735,0.000388211,0,0.00062068,0,0.011879696,0,0.00031026,0.019876058,0,0.000891818,0.003090742,0.005960291,0,0.010167362,0.190953767,0.079447361,0.00818129,0.016883699,0.011828827,0.0103355,0.074267393,0.161765167,0.000982659,0.000413007,0.044491271,0.001784309,0.003225206,0.004166901,0,0.02772711,0.005485525,0.000565492,0.002301183,0.007206542,0.005488054,0,0.004448058,0,0.046191658,0.003537916,0,0.008960617,0,0.031976647,0.00093373,0,0,0,0,0,0,0.000881365,0.017790241,0.014306216,0.032666003,0.001997865,0.125291567,0
IMT.C._A,mt,fish,0.000837374,0,0,0.005352099,0.000783545,0.007921075,0,0.00110917,0.031210114,0.000644948,0.005067035,0.009939836,0.004640675,0.001442374,0.004433194,0.155679329,0.148290543,0.015573322,0.030225617,0.015436533,0.005600346,0.057169366,0.203187204,0.003734917,0,0.041807136,0.007771072,0.003557904,0.009138763,0,0.019720607,0.004046971,0.00396563,0.003007791,0.016506143,0.008627862,0,0.005663769,0,0.027405809,0.002534943,0,0,0.006023864,0.08510935,0,0,0,0,0,0,0,0,0.004020066,0,0.024666805,0,0.018146898,0
IMT1_A,mt,fish,0.001114782,0.000333764,8.56E-05,0.005009101,0.000727804,0.000681532,0,0.000861048,0.027152213,0.000373819,0.002946189,0.00823326,0.003978278,0.001387737,0.006107203,0.148483738,0.160974616,0.01411976,0.030039631,0.013779955,0.010386616,0.058022561,0.202659691,0.005010142,0.000712367,0.037001283,0.006914798,0.003487628,0.008845354,0.000881719,0.01752071,0.004570879,0.004609472,0.003125715,0.014790598,0.00789672,0.000825275,0.005628676,0,0.024029974,0.002458383,0.000590373,0.005522297,0,0.088751114,0.000479981,0.001020819,0.000776283,0,0,0,0.000354056,0.001880076,0.003527311,0.001749806,0.027059302,0.000717681,0.021802307,0
IMT2_A,mt,fish,0.000392445,0,0,0.003525608,0.000803154,0.000957454,0,0.001205381,0.027868805,0.000788462,0.004177473,0.009961849,0.004734082,0.001334597,0.00698471,0.156221665,0.117175815,0.018802618,0.026625389,0.013710707,0.009528101,0.059287998,0.203212822,0.004440957,0.000647389,0.045622332,0.007535059,0.003137399,0.00906844,0.001045066,0.022111083,0.004612234,0.003154453,0.003153853,0.018587507,0.016498362,0.001085004,0.005836089,0,0.027999068,0.00268703,0.000194502,0.006633477,0,0.084879662,0.000572009,0.001734141,0.000890372,0,0.000447855,0,0.000539702,0.002409297,0.00530315,0.001880901,0.027965331,0.000740359,0.021288782,0
IRES1_A,res,fish,0.000215065,0,0,0.000242536,0,0.005526396,0,0.000217764,0.024556231,0.005397135,0.002854676,0.004945502,0.007670479,0.001409546,0.006212029,0.223486624,0.110864958,0.0406107,0.009732779,0.011791604,0.00400388,0.046041062,0.243836242,0.007005303,0.002863767,0.030047921,0.002887301,0.002197554,0.002440798,0.000761228,0.011288689,0.001701751,0.000409603,0.000944336,0.016973504,0.008194104,0.001690982,0.005055021,0,0.050704268,0.002196555,0.000835268,0,0.00193929,0.00528435,0,0,0.001041234,0.000631419,0,0.000893958,0,0.002441926,0.01664952,0.025272599,0.011771344,0,0.036261198,0
IRES2_A,res,fish,0.000187939,0,0,0.000335119,0,0.002049299,0,0.000239077,0.02298148,0.010640858,0.003571898,0.004238617,0.007493292,0.001469767,0.006946566,0.202485835,0.106713925,0.044586497,0.01002072,0.00999153,0.004839489,0.036917069,0.246483978,0.006459502,0.002177918,0.031260162,0.003662476,0.002173338,0.002950736,0.000860069,0.013690792,0.002469995,0.00046074,0.001729398,0.033054821,0.011459751,0.001496863,0.004842895,0,0.051847862,0.002405994,0.000413,0,0.001683204,0.004929602,0,0.002302671,0.001612678,0.003238561,0.000510277,0,0.000699624,0.005730678,0.027132331,0.02172916,0.013822682,0,0.020999267,0
IRES3_A,res,fish,0.000502168,0,0,0.000275215,0,0.001066692,0,0.000220512,0.022753972,0.011213866,0.004071443,0.004169681,0.006765621,0.002230372,0.006963171,0.154157374,0.104958253,0.044371997,0.008548807,0.010291639,0.005215277,0.028332217,0.267236539,0.007989818,0.002667131,0.031877946,0.003769178,0.001784157,0.003003735,0.000971909,0.016314711,0.002556555,0.000507162,0.000952403,0.036169029,0.015071596,0.001972779,0.00498877,0,0.059892323,0.003441822,0.000422092,0,0.001375001,0.005008769,0,0.00328323,0.0018079,0.004198935,0,0.000503802,0.000802891,0.008285174,0.02580778,0.026243356,0.01493217,0.000334086,0.027158886,0.00256009
IRES4_A,res,fish,0.000190519,0,0,0.00043338,0.000117012,0.002525231,0,0.000336638,0.02375292,0.007381092,0.003229022,0.004831713,0.008193838,0.001368824,0.00747195,0.206048471,0.116997817,0.049695444,0.011291388,0.012190476,0.005556982,0.036099548,0.221613641,0.006962604,0.002644332,0.032262371,0.003427809,0.002185574,0.00291472,0.000897213,0.021399279,0.004156538,0.000531528,0.001371168,0.028586081,0.01319618,0.001933037,0.004558727,0,0.042033781,0.003336716,0.000636358,0,0.002497123,0.006916589,0.000288101,0.002108397,0.0012619,0.002715596,0,0.00043787,0.000527675,0.00532821,0.016677796,0.020049303,0.0167558,0.000300039,0.02984521,0.00193047
IRES5_A,res,fish,0.000171078,0,0,0.001162446,0.000838935,0.005516267,0,0.000908783,0.026624529,0.005866228,0.003813715,0.008997684,0.010361056,0.001300194,0.012208866,0.218159656,0.112203789,0.064099428,0.012726851,0.012806771,0.005897358,0.034943769,0.190119764,0.005732232,0.001846278,0.028142098,0.002935721,0.002053664,0.002928986,0.000652723,0.015884044,0.003692876,0,0.001298321,0.026130178,0.011924347,0.002356473,0.003763379,0,0.038846126,0.002844833,0,0,0.003413309,0.004881647,0,0,0.000694481,0.00086001,0,0,0,0.003301624,0.014887928,0.021948019,0.019321927,0,0.050931608,0
IRES6_A,res,fish,0.000578059,0,0,0.001201655,0.000970267,0.005397536,0,0.000986951,0.024194111,0.007579611,0.003382778,0.008995177,0.010116094,0.001773923,0.011075887,0.207604782,0.107225143,0.059170281,0.01324866,0.014551559,0.006051988,0.035815498,0.202098545,0.006243766,0.002510886,0.033435216,0.003145683,0.002295649,0.002850403,0.000641528,0.016236782,0.003415178,0,0.00126541,0.026339804,0.011531858,0.002114399,0.004647754,0,0.055908119,0.00246209,0,0,0.00229594,0.005393016,0.000514634,0.001987723,0.001024745,0.001593641,0,0,0,0.002874363,0.013037134,0.023981539,0.014739121,0.000492474,0.03500264,0
IRES7_A,res,fish,0.000183728,0,8.08E-05,0.00118989,0.000648309,0.018117944,0,0.000864786,0.019380368,0.007578306,0.002967431,0.006976506,0.009658452,0.002290491,0.00871067,0.194049408,0.097910773,0.061432413,0.014008166,0.012103668,0.007399449,0.042162706,0.191948963,0.007662193,0.002892185,0.030464092,0.005574304,0.00301969,0.002843705,0.000820832,0.024662107,0.004746501,0.000451125,0.001875031,0.028110391,0.015556922,0.002515382,0.005122462,0,0.045638992,0.003700604,0.000876383,0,0.002687251,0.0105948,0.000470926,0.002114893,0.001613586,0.004385414,0,0.000385245,0.000417247,0.004051899,0.01585867,0.017364708,0.020481543,0.000363982,0.031093078,0.001920632
IRES8_A,res,fish,0.00028501,0,0,0.000406539,0,0.001676354,0,0.000532773,0.020573362,0.009104717,0.002443925,0.005322842,0.006794225,0.00090376,0.005685516,0.202633253,0.104019139,0.04793848,0.011521034,0.009890919,0.003073834,0.04987016,0.192671984,0.005222229,0.000888569,0.040533741,0.005215544,0.003750736,0.003447436,0.000845079,0.021662139,0.003494216,0,0.001642163,0.026473228,0.012739764,0.001318232,0.006068382,0,0.060833939,0.003401838,0,0.002155079,0,0.016409224,0,0,0.001390852,0.002378201,0,0,0,0.002945654,0.022136018,0.017978172,0.023519618,0,0.03820212,0
IRES9_A,res,fish,0.000224394,0,0,0.000848342,0.00011539,0.001244076,0,0.000632871,0.020407685,0.009349078,0.003161898,0.005912542,0.007201934,0.00151282,0.006586448,0.198663558,0.102110077,0.052168669,0.013549951,0.011394833,0.005661893,0.045927009,0.200171764,0.006985986,0.002440466,0.04172867,0.005926464,0.003481338,0.003339096,0.001037527,0.023760191,0.004222759,0.00026063,0.001636156,0.025823121,0.012479872,0.001541781,0.00507331,0,0.051000747,0.003003672,0.00039216,0,0.002460536,0.014773288,0,0.00141334,0.001489671,0.00342583,0,0,0,0.004387909,0.017970247,0.01776414,0.021957609,0,0.033378252,0
ISMB1_A,smb,fish,0.000166217,0.000166402,0,0.006597562,0.000416988,0.000548827,0,0.000620704,0.039288681,0.001156883,0.002338634,0.006580995,0.008549877,0.002312188,0.002528865,0.146289031,0.133185165,0.01073077,0.022172031,0.018077613,0.004279976,0.03914167,0.18156429,0.002482948,0.001307727,0.046331093,0.003013066,0.003554008,0.005611722,0.000720144,0.03792899,0.008033538,0.000453019,0.001780921,0.00790441,0.005202692,0,0.004318714,0,0.030890345,0.004646759,0,0.011287676,0,0.038318391,0.000854254,0,0.000995209,0.000414761,0.000432664,0,0,0.001606283,0.01209574,0.010553008,0.054726004,0.001765498,0.075026212,0.001030833
ISMB2_A,smb,fish,0.00029905,0,0,0.000809992,0,0.011630069,0,0.00040166,0.026986661,0,0.00082191,0.00339101,0.00764641,0.000299691,0.008264042,0.201716576,0.071597987,0.00818939,0.01701524,0.012374327,0.010955773,0.067330814,0.138936836,0.000752231,0,0.039005965,0.001510019,0.003372015,0.004432113,0.000664911,0.044826829,0.010874451,0.000596214,0.002518608,0.008484497,0.004155449,0,0.005040006,0,0.04106372,0.004930811,0,0.012211146,0,0.036455755,0.001082741,0,0,0,0,0,0,0.001446796,0.005682894,0.014092487,0.04431253,0.001779582,0.12204079,0
ISMB3_A,smb,fish,8.83E-05,0.000201621,0,0.001135722,0.000160783,0.000964128,0,0.000485072,0.035122435,0.000166442,0.001668824,0.004175584,0.0081358,0.001503519,0.002013026,0.203098317,0.099032549,0.008541056,0.01639177,0.013797914,0.007382199,0.040092034,0.155713262,0.00300608,0.001477951,0.064906616,0.001855223,0.003595879,0.004151416,0.000625462,0.067426114,0.015058703,0.000567842,0.00171661,0.008040923,0.005850333,0,0.005317978,0,0.024296024,0.006782686,0,0,0.017263855,0.029157301,0.000629738,0.000512688,0.00078458,0,0,0,0.000257984,0.001920714,0.007652096,0.011150633,0.034513424,0.000590924,0.080040591,0.000979278
ISMB4_A,smb,fish,0,0.000720688,0,0.002109169,0.000283709,0.000558406,0,0.000342812,0.025827442,0.000573395,0.002347336,0.003478824,0.006259602,0.001641848,0.001839152,0.214330131,0.121947877,0.006886559,0.019085294,0.011478068,0.001309367,0.061555778,0.191910457,0.00194879,0.000881358,0.049356322,0.004214119,0.002696788,0.003504484,0.000498662,0.031895282,0.00406103,0,0.002561323,0.006659842,0.004420704,0,0.004134717,0,0.029604674,0.004579372,0,0.006915547,0,0.028698458,0.001582796,0,0.000734787,0,0,0,0,0.000983522,0.010775059,0.009093865,0.041270321,0.002177884,0.07136206,0.000902321
ISMB5_A,smb,fish,0,0.000171562,0,0.002348048,0.000218881,0.000481443,0,0.000381567,0.024299041,0.000627069,0.002464618,0.004464405,0.006237328,0.001614217,0.002461385,0.1921369,0.096682995,0.009252073,0.01546276,0.01132151,0.001397395,0.062555429,0.190095819,0.002064198,0.001032461,0.088455341,0.002487762,0.003345989,0.003468666,0.000600808,0.027409401,0.002912566,0,0.002908717,0.007904361,0.006403735,0,0.004577559,0,0.031159146,0.00425835,0,0,0.006686517,0.02605557,0.00134254,0,0.000769865,0,0.000464019,0,0,0.001048239,0.013294734,0.007573925,0.04534387,0.002741553,0.079857037,0.001158627
ISMB6_A,smb,fish,0.000140925,0.000156242,0,0.002903668,0.000275993,0.004245509,0,0.000417751,0.027184812,0.000647992,0.001323512,0.005012741,0.007546615,0.000911367,0.006248826,0.203177787,0.105932642,0.015060342,0.012275496,0.008060411,0.007001435,0.069467033,0.158079038,0.002193942,0.001041197,0.04642904,0.002207407,0.003542168,0.003889329,0.000538162,0.031262856,0.005665109,0,0.002584282,0.006871233,0.004806609,0,0.004248345,0,0.033304216,0.004526704,0,0.009542531,0,0.034588751,0.00126825,0,0.000776181,0,0,0,0,0.001230834,0.012388499,0.010652643,0.05635379,0.002409153,0.080508231,0.0011004
ISMB7_A,smb,fish,0.000141807,0.000177309,0,0.000849767,0,0.000997585,0,0.000339118,0.031443248,0,0.001707627,0.003037304,0.008625079,0.002198721,0.002032552,0.223540121,0.087252784,0.0076104,0.018236353,0.013402479,0.007775457,0.063228898,0.139668992,0.002839609,0.001429001,0.036096212,0.001920068,0.003612044,0.004173787,0.000612058,0.057328914,0.01249248,0.000714662,0.002173339,0.007217363,0.00493139,0,0.004312094,0,0.030008796,0.006023729,0,0.01541852,0,0.027976037,0.001065943,0,0.000930772,0,0.000605152,0,0,0.001581208,0.01295922,0.013102051,0.039784392,0.002247862,0.095113331,0.001064363
M3R_KY_A,m3rk,mollusc,0,0,0,0,0,0.011137141,0,0,0.009261688,0.014234758,0.007087846,0,0,0,0.008378155,0.243591071,0.096806628,0.008768055,0.024177438,0,0.015934528,0.097112679,0.084326944,0,0,0.051344049,0,0,0,0,0.031664091,0,0,0,0.181994453,0,0,0,0,0.054042815,0,0,0,0,0.026598354,0.033539307,0,0,0,0,0,0,0,0,0,0,0,0,0
M3R1a_A,m3r,mollusc,0,0,0,0,0,0.041881748,0,0,0.00971392,0.015257345,0,0,0,0,0,0.198311148,0.176074408,0.01122109,0.020042975,0.011015509,0.012653534,0.062136541,0.094698421,0,0,0.057076363,0,0,0,0,0.036644532,0,0,0,0.084674277,0,0,0,0,0.070108505,0,0,0,0,0.060366567,0,0,0,0,0,0,0,0,0,0,0.038123118,0,0,0
M3R2a_A,m3r,mollusc,0,0,0,0,0,0.061368971,0,0,0.011132511,0.012293422,0,0,0,0,0,0.199700075,0.18521472,0.010884645,0.017155839,0,0,0.053981336,0.115485116,0,0,0.059591567,0,0,0,0,0.036251532,0,0,0,0.072352744,0,0,0,0,0.063902482,0,0,0,0,0.070459738,0,0,0,0,0,0,0,0,0,0,0.030225302,0,0,0
MFM1_A,fm,mollusc,0.005787777,0,0,0,0,0.042346914,0,0,0.009003668,0.012094122,0.002268212,0.001430135,0.005656195,0,0.006843055,0.122269341,0.177723168,0.019467812,0.01882949,0.015795967,0.010295824,0.059433894,0.103441036,0.007371292,0,0.041686303,0.00797126,0,0,0,0.013042763,0,0,0.003857864,0.084877475,0.009423153,0,0,0,0.069939752,0,0,0,0,0.055163952,0,0,0,0.009665695,0,0,0,0,0.014410811,0.006566126,0.048416065,0,0.014920881,0
MFM10_A,fm,mollusc,0.012567881,0,0,0,0,0.025581115,0,0,0.008425168,0.021520563,0.001092966,0.002225241,0.006157036,0.00085966,0.008778728,0.173059002,0.122372527,0.00693066,0.019806698,0.003205549,0.005998321,0.065357861,0.109934902,0.015367802,0.001540979,0.03881677,0.002403755,0.005433109,0,0,0.018996776,0.002773247,0,0.006181944,0.090849512,0.011392088,0,0,0,0.058967281,0,0,0,0,0.055119662,0.001949508,0,0,0.010431436,0,0,0,0,0.01553157,0.004856864,0.05603767,0,0.009476148,0
MFM2_A,fm,mollusc,0.003212411,0.000742909,0,0.000755497,0,0.047558719,0,0,0.008629373,0.013608527,0.001385931,0.001711315,0.006509326,0.001148343,0.009548947,0.103095945,0.146199908,0.028260576,0.021384895,0.016445666,0.010791174,0.059639819,0.084725681,0.006225401,0.001169882,0.037051725,0.008634403,0.005078787,0,0,0.012783078,0.003112079,0,0.004564375,0.098484243,0.011066497,0.00273546,0.001142822,0,0.067852265,0.001314791,0,0,0.00200217,0.051306211,0,0,0,0.01071687,0,0,0,0.005227966,0.015870168,0.007821188,0.064080174,0,0.016404479,0
