Sample,Species,Taxon,10_0,2,3,12_0,5,13_0,7,8,14_0,10,14_1,12,15_0,14,15,16_0,16_1,18,17_0,17_1,21,18_0,18_1,24,25,18_2,27,18_3n6,29,30,18_3n3,32,33,20_0,20_1,20_2,37,20_3n6,39,20_4n6,20_3n3,42,43,44,20_5n3,22_0,47,22_1,49,50,51,22_2,53,22_4,55,22_5,24_0,22_6n4__24_1(comb),60
IBB6_A,bb,fish,0.00145428,0,0,0.001738096,0.000751422,0,0,0,0.018875313,0,0.0040958,0.001969369,0.006631377,0.003032514,0.000877363,0.210449443,0.09545209,0.008211193,0.016978545,0.010045592,0,0.087995649,0.19429237,0.002080027,0,0.023055609,0.00290599,0.00322649,0.004043196,0,0.011652611,0.001899986,0,0.002654669,0.007274094,0.003427339,0,0.00366624,0,0.069063218,0.001991049,0,0,0.006746291,0.071080761,0.001555938,0,0,0,0,0,0,0,0.011677907,0.009773325,0.027633499,0.002258393,0.069482954,0
IBB7_A,bb,fish,0.000289021,0.000220202,0.000415807,0.023361722,0.00183069,0.000723732,0.000158625,0.000420895,0.053626768,0.00060492,0.007121878,0.005120187,0.008291474,0.002720019,0.001270911,0.198561925,0.117908683,0.008861305,0.022983301,0.014231845,0.003456855,0.053860143,0.189978815,0.003402815,0.001648513,0.028372124,0.003768762,0.002341423,0.006871854,0.000795779,0.031530543,0.005885694,0.000171084,0.002353099,0.00782102,0.002564829,0.000747949,0.002552074,0,0.029495167,0.002546539,0,0.008578465,0,0.066776956,0.001702847,0.000311152,0,0,0,0,0,0.001799159,0.005372681,0.004370988,0.021790272,0.000661527,0.036012707,0.003734253
IBB8_A,bb,fish,0.000449003,0,0,0.001736612,0.00082646,0,0,0,0.016600344,0.000422231,0.003783959,0.002036682,0.006355553,0.003267579,0.001011426,0.205580507,0.095240503,0.009047712,0.015175998,0.0092953,0,0.092144876,0.198104167,0.00189694,0,0.028514029,0.002336525,0.002775942,0.003400238,0.000732217,0.012129297,0.001562506,0,0.002546518,0.008170721,0.003810303,0,0.003467164,0,0.06579446,0.00186376,0,0,0.00602251,0.058123776,0.001363636,0,0,0,0,0,0,0.000950735,0.012008527,0.008664529,0.028000847,0.001651509,0.080231753,0.002902648
IBC1_A,bc,fish,0,0,0,0.001854004,0,0.073003897,0,0,0.02685177,0,0.004157923,0.006992481,0.004666943,0.001042326,0.001707737,0.159305342,0.115918947,0.007970058,0.014163635,0.012833949,0.006353094,0.038423496,0.180180349,0,0,0.058130462,0.002421942,0.002415026,0.00387149,0,0.041964843,0.009800746,0.002441787,0.002186755,0.003419169,0.003326807,0,0.003398169,0,0.031704068,0.003680919,0,0,0.008737907,0.057681043,0,0,0,0,0,0,0,0,0.008284191,0.003043718,0.040896282,0,0.057168724,0
IBC2_A,bc,fish,0.002066355,0,0,0.002370804,0,0.026565852,0,0,0.025393702,0,0.003815376,0.003987034,0.004453221,0.001206151,0.002306606,0.157216043,0.157203082,0.008312136,0.01382799,0.014057388,0.004918052,0.030748426,0.186072925,0,0,0.048533547,0.003827568,0.002463836,0.00425071,0,0.03047983,0.005886944,0.002937859,0,0.005282036,0.002927213,0,0.003610738,0,0.03884063,0.00300484,0,0,0.006419634,0.06450687,0,0,0,0,0,0,0,0,0.004280095,0,0.047196983,0,0.081029525,0
IBC3_A,bc,fish,0.000445199,0,0,0.000730543,0,0.008075384,0,0.000428123,0.026533478,0.001093404,0.002368798,0.005326845,0.007156247,0.001386095,0.001907219,0.191108163,0.094606633,0.010992925,0.017090535,0.014074043,0.004662512,0.043609274,0.169320839,0.001243934,0.001680723,0.037080599,0.001671021,0.004344451,0.002707889,0.000645422,0.038378898,0.006479245,0.000517791,0.002416203,0.007527141,0.005158803,0,0.003915388,0,0.046231131,0.004010756,0,0,0.008623234,0.029123388,0.00090598,0,0.001180892,0,0.001255982,0,0,0.000920311,0.018436055,0.020032209,0.043219684,0.001029667,0.110346943,0
IBC4_A,bc,fish,0.000273137,0,0,0.000514637,0,0.003336927,0,0.000489414,0.034737151,0.001605009,0.001968408,0.00817983,0.006495898,0.00124586,0.001664791,0.189289273,0.108214362,0.008970487,0.020108452,0.015210938,0.004859015,0.02951023,0.153929122,0.001154605,0.002124434,0.030904891,0.001608085,0.004329514,0.002746985,0.000617819,0.051699177,0.018343611,0.000508153,0.000936685,0.005485,0.003220603,0,0.002850557,0,0.038834313,0.003683883,0,0,0.011411721,0.040730001,0,0,0,0,0,0,0,0.001793844,0.010153457,0.019932841,0.040857714,0,0.115469164,0
IBG1_A,bg,fish,0.000388916,0,0,0.004033909,0.000515114,0.002540652,0,0.000637873,0.032839874,0.001102546,0.003587228,0.005174738,0.004148376,0.00223672,0.001805014,0.141378706,0.14209017,0.010523754,0.025837779,0.031312332,0.013735513,0.034915893,0.213921775,0.005131409,0.002390344,0.05683218,0.004105103,0.004497297,0.00692475,0.000623905,0.040953315,0.009728023,0.001784886,0.002092347,0.006735464,0.002700262,0.000392756,0.001774999,0,0.019992993,0.002914693,0,0.004178104,0,0.056088829,0.0010947,0.000243117,0.001102977,0,0,0,0.000514789,0.00124744,0.003096778,0.002163841,0.039113931,0.000444309,0.048409575,0
IBG10_A,bg,fish,0,0,0,0.006560434,0,0.054687318,0,0,0.038804103,0,0,0.008287518,0.007444797,0,0.00356708,0.202962241,0.144944439,0.012837731,0.010885159,0.008662623,0,0.050042791,0.155453276,0,0,0.075409176,0,0,0,0,0.05284577,0.026501999,0,0,0,0,0,0,0,0.052999187,0,0,0,0,0.041200242,0,0,0,0,0,0,0,0,0,0,0,0,0.045904116,0
IBG12_A,bg,fish,0,0,0,0.00658732,0,0.008814889,0,0.001400036,0.036688296,0,0.001622979,0.010746686,0.005765902,0,0.002378528,0.192107135,0.095813183,0.00745613,0.01290101,0.006473041,0.002521027,0.052294573,0.187567501,0,0,0.080045049,0,0.00310676,0,0,0.071117644,0.028499634,0,0.002806245,0.003151637,0.003928763,0,0,0,0.031868962,0.006066928,0,0,0.011013033,0.041620053,0,0,0,0,0,0,0,0,0,0.00938849,0.020600092,0,0.055648475,0
IBG13_A,bg,fish,0,0,0,0,0,0.087874749,0,0,0.038719443,0,0,0.01218479,0.006315846,0,0.003088363,0.182296729,0.126820191,0.009219273,0.011581367,0.012415483,0.002545724,0.053364073,0.178692756,0,0,0.066143032,0,0.003513788,0,0,0.054563935,0.026236899,0,0,0,0,0,0,0,0.041921868,0,0,0,0.009316448,0.038658374,0,0,0,0,0,0,0,0,0,0,0,0,0.034526868,0
IBG2_A,bg,fish,0.000454877,0,0,0.003864125,0.000596951,0.001469114,0,0.000732703,0.026656435,0.00104026,0.003262421,0.00806873,0.004398243,0.00221719,0.003014279,0.189479788,0.120972761,0.012116266,0.020501081,0.013574453,0.008526271,0.056435847,0.250228705,0.005864697,0.002261565,0.053948944,0.004364811,0.004057932,0.00407908,0.000390389,0.021780609,0.004983942,0.001216815,0.00298049,0.010868881,0.005377902,0.000594444,0.002543211,0,0.024296232,0.001735456,0,0,0.003543785,0.035610554,0,0,0.000306382,0,0,0,0,0.000705325,0.00408849,0.002086041,0.035044288,0,0.039659236,0
IBG3_A,bg,fish,0.000228695,0,0,0.005083591,0.000519387,0.001296895,0,0.000857164,0.043290145,0.000367279,0.004044601,0.005454278,0.004206049,0.002340076,0.001562263,0.173034974,0.156269208,0.009893297,0.029881265,0.046882182,0.023279003,0.03399051,0.21579322,0.004271745,0.002369768,0.046282019,0.002996787,0.004219564,0.009829481,0.000562345,0.020695542,0.011817933,0.002543801,0.002251494,0.005207997,0.002323872,0,0.0013079,0,0.009309661,0.001351125,0,0.004633932,0,0.043789083,0,0,0.000512984,0,0,0,0,0.001403466,0.001715375,0.001434116,0.024781452,0,0.036114474,0
IBG4_A,bg,fish,0.000427872,0,0,0.004217859,0.000359347,0.019423388,0,0.000612497,0.023300689,0.002127432,0.003563067,0.00554768,0.003921441,0.000997715,0.002422843,0.162643392,0.128018761,0.014507503,0.019353448,0.013251109,0.008556609,0.044398709,0.220875043,0.004914138,0.001820808,0.051827398,0.004078218,0.003356528,0.003704835,0.000427698,0.030702371,0.005737223,0.00203137,0.002445067,0.010049126,0.005347379,0,0.002310925,0,0.026627603,0.002175202,0,0,0.004601425,0.057599271,0.001290987,0,0.00102183,0.000460074,0.000592693,0,0,0.001041338,0.007998091,0.002189786,0.038708048,0,0.048414162,0
IBG5_A,bg,fish,0.000391638,0,0,0.00161364,0.000411555,0.001910988,0,0.001649967,0.033002343,0.001368599,0.002604978,0.013958473,0.00737836,0.002000452,0.00330437,0.166573654,0.140078398,0.01454587,0.015849916,0.017345121,0.005345059,0.036573278,0.179756796,0.003532169,0.0017767,0.094152783,0.000867984,0.004821279,0.00158535,0.000792777,0.062434229,0.01451009,0,0.003076132,0.006268471,0.00523725,0,0.001750643,0,0.03070938,0.005491346,0,0,0.007487729,0.024232012,0.000970167,0,0,0,0,0,0,0.001249135,0.007927476,0,0.025977253,0.000684086,0.048802103,0
IBG5b_A,bg,fish,0.000388938,0,0,0.001602516,0.000408718,0.001897814,0,0.001638593,0.032774832,0.001359165,0.00258702,0.013862246,0.007327495,0.001986662,0.003281591,0.165425331,0.139112727,0.014445593,0.01574065,0.017225548,0.005308211,0.03632115,0.178517591,0.003507819,0.001764452,0.093503714,0.000862,0.004788042,0.001574421,0.000787312,0.062003821,0.014410061,0,0.003054926,0.006225257,0.005201146,0,0.001738575,0,0.030497676,0.00545349,0,0,0.00743611,0.024064962,0.000963479,0,0,0,0,0,0,0.001240523,0.007872825,0.006893785,0.025798171,0.00067937,0.048465672,0
IBG6_A,bg,fish,0.000535886,0,0,0.00284391,0.000743208,0.010629769,0,0.000793385,0.03311968,0.002069131,0.003451221,0.011347951,0.00665705,0.002667835,0.003186645,0.170462066,0.115022213,0.014610538,0.020097839,0.017463871,0.007962336,0.04081104,0.171749958,0.004673231,0.002231781,0.061329216,0.002881706,0.004191617,0.003074195,0.000587883,0.051951385,0.010907032,0.000732651,0.002946481,0.008892901,0.005858034,0.000559963,0.003094847,0,0.032609029,0.003959491,0,0.006189175,0,0.045363306,0.000952529,0.000424876,0.000590384,0.000273549,0,0,0,0.001543934,0.007883218,0.006733174,0.033320602,0.000599663,0.059418616,0
IBG7_A,bg,fish,0.000575741,0,0,0.00205832,0.000216632,0.012095781,0,0.001221154,0.034039026,0.000952029,0.003866794,0.009872384,0.012532101,0.004626287,0.003160845,0.17532593,0.117902543,0.011935174,0.01620588,0.021568555,0.005810964,0.040026724,0.152948721,0.001213155,0.000413527,0.073705904,0.001487549,0.006182444,0.001647264,0.001105629,0.038223137,0.009846059,0.000526326,0.00274171,0.008150659,0.004765478,0,0.004134197,0,0.047886358,0.00416577,0,0,0.007244569,0.026017576,0.000967091,0,0.001238942,0.000729596,0,0.001423996,0,0.000350051,0.009574233,0.010070235,0.028850005,0.000936214,0.079460742,0
IBG8_A,bg,fish,0.000532022,0,0,0.003998497,0.000380698,0.005931376,0,0.000897243,0.035540032,0.0020496,0.003481115,0.008098732,0.00456121,0.002899489,0.002775566,0.170803662,0.139709999,0.015019497,0.027865283,0.037580123,0.016583889,0.036629667,0.183812096,0.002204023,0.002245323,0.048745471,0.003131909,0.003892793,0.008998697,0.00063664,0.023658179,0.007039651,0.001817524,0.0022199,0.008146133,0.004305381,0,0.002349249,0,0.025345584,0.001941475,0,0.004710055,0,0.043664547,0,0,0.001132456,0,0,0,0,0.001695921,0.006319763,0.004459392,0.032913576,0,0.059276563,0
IBLU1_A,blu,fish,0.001827223,0,0,0,0,0.039650484,0,0,0.012339504,0.001732192,0,0.001285159,0.006632843,0,0.01835429,0.17883455,0.038764233,0.017892409,0.014039816,0.004703809,0.021385986,0.118144903,0.155446774,0,0,0.012397001,0.002011293,0.002118027,0,0,0.004947945,0,0,0.002036269,0.014601999,0.002277764,0,0.005143019,0,0.09588346,0,0,0.003403996,0,0.056938858,0,0.002682255,0,0,0,0,0,0,0.011565233,0.024476255,0.035289867,0,0.093192586,0
IBLU2_A,blu,fish,0.00064278,0,0,0.001321522,0.000580011,0.00537805,0,0.000456333,0.015590027,0.004036287,0.000567908,0.003879389,0.005669524,0,0.011878154,0.181106218,0.069764741,0.022370753,0.013315936,0.005621708,0.013933053,0.086351372,0.196025925,0.001448132,0.000643901,0.018812863,0.003803734,0.001163236,0.004495484,0.000865505,0.012688408,0.002967711,0,0.00189055,0.025132016,0.005048991,0,0.004354872,0,0.0617676,0.001561226,0,0.005054966,0,0.051977593,0,0.001783928,0,0.002420962,0,0,0,0.003300942,0.008283128,0.019020583,0.035722916,0,0.087301062,0
IBLU3_A,blu,fish,0.000494336,0,0,0.000611846,0,0.000156803,0,0.000348204,0.020493155,0.010368877,0.002412362,0.004142494,0.007613015,0.002853951,0.004064887,0.188966939,0.076616646,0.032587186,0.02356326,0.008299413,0.007124855,0.074310051,0.149935615,0.001210766,0.000954651,0.017567776,0.006711013,0.002527772,0.00602235,0.000831941,0.02072788,0.003080603,0,0.00272083,0.032097197,0.006766742,0.001383102,0.003238401,0,0.043206469,0.002579416,0,0.008911244,0,0.055980543,0.000814386,0.002829795,0.001631491,0.002504944,0,0,0.000551181,0.006735789,0.011816431,0.021347911,0.03780865,0.000634414,0.07958517,0.002257246
IBLU4_A,blu,fish,0,0,0,0.000589397,0.001495628,0,0,0,0.014640732,0.002802255,0.004448632,0.003950997,0.00584567,0.003625664,0.003206783,0.179593235,0.05940715,0.022507707,0.011813003,0.007051424,0.005904535,0.084494064,0.231950402,0.001704626,0,0.041983353,0.005113704,0.002310217,0.002351798,0.000731496,0.007865068,0,0,0.002161911,0.019799169,0.005043991,0.001576638,0.007310664,0,0.069071811,0.001000176,0,0,0.002913899,0.033768588,0,0.001538665,0,0,0,0,0,0,0.0177925,0.01630419,0.033139048,0.0021914,0.08099981,0
IBLU5_A,blu,fish,0,0,0,0.001607239,0.002379736,0,0,0.00049602,0.018257538,0.006066842,0.004850608,0.005518261,0.007152197,0.004253825,0.003026417,0.179978926,0.064976922,0.026669344,0.01643694,0.008739485,0.006131603,0.077565628,0.196706113,0.001607755,0,0.019637584,0.004846085,0.001593901,0.003987065,0.000867668,0.011766267,0.001222384,0,0.002418233,0.024319225,0.004694093,0.001365684,0.004480287,0,0.064047273,0.001724357,0,0,0.004989383,0.04544165,0,0.002244064,0,0.001863454,0,0,0,0.003644989,0.016623188,0.018435657,0.040677754,0.001549815,0.085138541,0
IBLU6_A,blu,fish,0.000387761,0,0,0.003325016,0.000842487,0.040450059,0,0.000443903,0.022424785,0.005224945,0.00141172,0.004857071,0.00668107,0,0.00999663,0.184858808,0.085576584,0.028498415,0.019166546,0.010400621,0.012913234,0.064339149,0.16219946,0.003131901,0.001251446,0.019406266,0.004561621,0.00281956,0.006947946,0.000830628,0.020414036,0.004678169,0,0.002234441,0.031493063,0.004984601,0.000679575,0.003227757,0,0.044621519,0.002016183,0,0.007356028,0,0.050996953,0.000954337,0.001635357,0.001271903,0.003278321,0,0,0,0.004622925,0.007237168,0.014436578,0.03392455,0.000968696,0.056020208,0
IBLU7_A,blu,fish,0.000365535,0,0,0.002585226,0.000317499,0.00073259,0,0.000524668,0.025427215,0.001188005,0.001023162,0.00405797,0.005194147,0,0.007872678,0.18818906,0.102793387,0.010936372,0.017699984,0.006121898,0.009926435,0.076558359,0.235681955,0.001107131,0.000618634,0.025207745,0.002948352,0.002101472,0.006669633,0.000783007,0.016648859,0.002431874,0,0.002457794,0.013222138,0.004446436,0,0.004787682,0,0.046138941,0.002579758,0,0.006800153,0,0.046299397,0.000856664,0,0,0,0,0,0,0.001816387,0.007137494,0.010625511,0.034291884,0.000965607,0.061861302,0
IBLU8_A,blu,fish,0.000812438,0,0,0.001969803,0,0.00898334,0,0.000236402,0.013366676,0.001677446,0.000581007,0.002574508,0.004183618,0,0.011451049,0.185772576,0.094854881,0.015649151,0.011925638,0.005743102,0.015791692,0.085514909,0.249323302,0.0028674,0.000830123,0.016722513,0.002013509,0.001234253,0.003577733,0.000645822,0.010339005,0.00121284,0,0.002316305,0.014114809,0.003722548,0,0.003748763,0,0.052046969,0.001360445,0,0.004233556,0,0.036673299,0.000857649,0.000575955,0.000883796,0.000627488,0,0,0,0.002225241,0.008047564,0.012991799,0.031708158,0.001278251,0.072732668,0
ICC1_A,cc,fish,0.00243648,0,0,0.002214528,0,0.008563116,0,0,0.020543012,0,0.002531476,0.008159922,0.006137661,0.003064788,0.005765574,0.183139352,0.083190344,0.026670531,0.01655778,0.00509455,0,0.088548197,0.235457523,0.004474998,0,0.080729759,0.0056659,0.003494456,0,0,0.013566925,0,0,0,0.008606784,0.014824323,0,0.0137677,0,0.055805773,0,0,0,0,0.034717025,0,0,0,0,0,0,0,0,0,0,0,0,0.066271524,0
ICC2_A,cc,fish,0.001003105,0.000181605,0,0.003838556,0.000630419,0.001555573,0,0.00086181,0.02473695,0.001150049,0.00950789,0.00734896,0.004172242,0.001867161,0.003304136,0.136005916,0.171227042,0.017681826,0.0164659,0.014488752,0.003913468,0.038096637,0.260888387,0.003099167,0.002319932,0.100401885,0.003128874,0.004582438,0.003647186,0.000880244,0.033264794,0.004967144,0.002010612,0.002116861,0.010435626,0.007649564,0.001584361,0.005087036,0,0.020440615,0.002251853,0,0,0.003114418,0.034353742,0,0,0,0,0,0,0,0,0.001745998,0.001414935,0.00897268,0,0.023603652,0
ICC3_A,cc,fish,0,0,0,0,0,0.007899843,0,0,0.016239596,0,0.00136232,0.004623638,0.005475133,0.00198715,0.004688183,0.208112043,0.088441054,0.023539405,0.01433849,0.006631439,0,0.086586395,0.21797442,0.004869075,0.002336166,0.052213442,0.004578409,0.005792621,0.003796517,0,0.011524202,0,0,0,0.009025197,0.01356896,0,0.014782125,0,0.056291895,0.002527344,0,0,0,0.039698087,0,0,0,0,0,0,0,0,0,0,0.021346935,0,0.069749915,0
ICC4_A,cc,fish,0.001131254,0,0,0.000695284,0,0.001751054,0,0,0.013361703,0,0.00406777,0.003705653,0.004926606,0.002485687,0.003703671,0.166186891,0.08780681,0.019599882,0.013044849,0.007162051,0,0.085361417,0.253687802,0.003225734,0,0.050375279,0.003367949,0.003191649,0.003349804,0.001292109,0.010660273,0,0,0.00179508,0.012642165,0.008380977,0.001455946,0.009238492,0,0.053910322,0.002917844,0,0,0.003823006,0.036465972,0,0,0,0,0,0,0,0,0.003981475,0.003228865,0.014528572,0,0.103490103,0
ICC5_A,cc,fish,0.000955655,0,0,0.002537857,0,0.041198593,0,0,0.018803543,0,0.007996162,0.001476232,0.004415804,0.002092251,0.003930554,0.167587848,0.122734079,0.01686192,0.015300241,0.006834388,0,0.062885501,0.254330231,0.010340759,0.001315786,0.065872592,0.005479133,0.00280081,0.004656596,0,0.023260427,0.002489527,0,0,0.011738908,0.008179231,0,0.006862443,0,0.040422854,0.003014432,0,0,0.00414596,0.045258677,0,0,0,0,0,0,0,0,0,0,0,0,0.034221004,0
ICC6_A,cc,fish,0.001565271,0,0,0.001980794,0.000550574,0.015742015,0,0.000645825,0.01785512,0.001537401,0.003407719,0.005862382,0.00418417,0.001768961,0.005303534,0.13378412,0.120034903,0.021051826,0.014972131,0.009013741,0.001614825,0.043486234,0.275706107,0.004737387,0.001850971,0.094097536,0.005812077,0.005100404,0.005296355,0.000896676,0.024142553,0.002101091,0.001169459,0.001468657,0.017938237,0.010939037,0.005267564,0.009536307,0,0.04419734,0.003118135,0,0,0.003386162,0.033222414,0,0,0,0,0,0,0,0,0,0.003461291,0.009841231,0,0.032351462,0
ICC7_A,cc,fish,0,0,0,0,0,0.064582692,0,0,0.013672281,0,0,0.006076972,0.006343521,0,0.00648746,0.165323103,0.095293761,0.029077854,0.010538833,0.004817857,0,0.091700434,0.223896223,0,0,0.04353297,0,0,0,0,0.017009942,0,0,0,0,0,0,0,0,0.086311568,0,0,0,0,0.06970249,0,0,0,0,0,0,0,0,0,0,0,0,0.065632039,0
ICHN1_A,chn,fish,0.000255335,0.000227622,0,0.013302836,0.000900527,0.004575681,0,0.000627082,0.039069363,0,0.001980311,0.005645095,0.006430379,0.001295344,0.004826995,0.187845829,0.085656968,0.007329413,0.01703826,0.005106945,0.007186835,0.058941883,0.209082547,0.002595288,0.000600187,0.102267822,0.002993471,0.001905812,0.006044392,0.000592847,0.03325139,0.003289187,0,0.003480381,0.007302639,0.005638267,0,0.004253219,0,0.02702129,0.002819472,0,0.007457285,0,0.057887558,0.001522316,0,0,0,0,0,0,0.001656551,0.004672073,0.003863762,0.020194736,0.00124496,0.038313741,0.001806103
ICHN2_A,chn,fish,0.000524997,0,0,0.004775906,0.000246389,0.015498561,0,0.000608099,0.041528552,0,0.001486287,0.004074993,0.004751617,0.000365246,0.004175887,0.209287406,0.116656438,0.006668203,0.020080036,0.010683107,0.006869039,0.055069396,0.202888452,0.002346544,0.000834974,0.041605684,0.003742971,0.002120926,0.009509983,0.000561458,0.034431551,0.004795954,0.000450181,0.002608305,0.006788897,0.002794482,0,0.003261188,0,0.026714161,0.003168494,0,0.007828544,0,0.060398844,0.00091206,0,0,0,0,0,0,0.002613941,0.002595285,0.005137198,0.020446529,0.000808065,0.045359678,0.00192549
ICHN3_A,chn,fish,0.000518383,0.000167761,0.000147208,0.02067936,0.001011206,0.095215952,0,0.000477096,0.047308589,0.001873613,0.002839534,0.005246052,0.006692439,0.0014101,0.005858064,0.170995989,0.078135,0.008853855,0.017257143,0.007927968,0.007569723,0.056690564,0.17422822,0.002131496,0.000599862,0.04565441,0.002845256,0.001303379,0.005855794,0.000461065,0.025629349,0.0028204,0,0.002298044,0.007833954,0.003384727,0,0.003645174,0,0.031282816,0.002654748,0,0.007684191,0,0.062583085,0.001053412,0,0,0,0,0,0,0.001706587,0.003314661,0.005379305,0.025833051,0.000987365,0.04023107,0.001722982
ICHN4_A,chn,fish,0.000460813,0.000138093,0,0.003634926,0.000287157,0.002005474,0,0.000351379,0.02231822,0.000947346,0.001158746,0.003653552,0.005151632,0.000373136,0.005359407,0.208649816,0.095123914,0.012049161,0.014123026,0.006317978,0.007279683,0.063112374,0.264447879,0.005075659,0.002093747,0.038059834,0.0033702,0.001547497,0.005009239,0.00077508,0.018930821,0.002443381,0,0.002758131,0.011383444,0.004892012,0.000845474,0.004057491,0,0.035823369,0.001956094,0,0.004561367,0,0.044141199,0.000994697,0,0.000798936,0,0,0,0,0.001607968,0.004637837,0.00707728,0.024209869,0.001144805,0.05255737,0.002303488
ICHN5_A,chn,fish,0.000334721,0,0,0.005858381,0,0.00033706,0,0.000399947,0.027149464,0.001181415,0.002763916,0.004201259,0.005938496,0.001784178,0.001706319,0.195844339,0.081446378,0.009481755,0.014909817,0.008234301,0,0.077895359,0.222240219,0.001238374,0.00056828,0.041963512,0.002758602,0.002142978,0.004740084,0,0.019054504,0.001501295,0,0.002865283,0.012128204,0.004727741,0,0.005408541,0,0.043621385,0.002406313,0,0,0.007383182,0.058349991,0.001298125,0,0,0,0,0,0,0.001776074,0.015198832,0.00767672,0.03061691,0.001728841,0.069138904,0
ICHN6_A,chn,fish,0.000364383,0,0,0.004804985,0.000236688,0.014526541,0,0.000495882,0.034805476,0,0.001226379,0.003622299,0.004620187,0,0.005089358,0.189583924,0.094952013,0.008528531,0.018286582,0.006297083,0.008554919,0.069758525,0.222669825,0.003285135,0.000664836,0.034993108,0.004455748,0.00227599,0.006956188,0.000583291,0.021702529,0.003067653,0,0.002999334,0.009892133,0.003265144,0,0.003701467,0.000430636,0.036822989,0.003134998,0,0.006543714,0,0.066826041,0.001172988,0,0.000755947,0,0,0,0,0.002346773,0.004092695,0.007518584,0.025407848,0.001222656,0.055575904,0.001882089
ICHN7_A,chn,fish,0,0,0,0.005764257,0,0,0,0,0.034745014,0.000781793,0.002573076,0.004237471,0.006314057,0.001481209,0.001511769,0.205730932,0.096716663,0.009501149,0.017288463,0.009165119,0,0.066230811,0.211908314,0.001207972,0.000708426,0.047091533,0.003859171,0.002398329,0.006443325,0,0.022858752,0.002507994,0,0.003365119,0.008112995,0.003708083,0,0.003793839,0,0.040288229,0.002200507,0,0,0.007780578,0.067114806,0.001503929,0,0,0,0,0,0,0.002057447,0.009550941,0.006182332,0.026286983,0.001620487,0.055408126,0
ICHN8_A,chn,fish,0.000802103,0.00075997,0,0.001500003,0,0.059474246,0,0,0.013331247,0.000678896,0,0.003101041,0.00478872,0,0.009384106,0.174259012,0.047806729,0.008390716,0.013576349,0.006772581,0.015073384,0.108945253,0.185229633,0.001007286,0,0.022859451,0.002235417,0.001957015,0.003093816,0,0.010523577,0,0,0.003156377,0.00601563,0.002704155,0,0.00420797,0,0.059229539,0.001809759,0,0.004316947,0,0.069614519,0.001748134,0,0,0,0,0,0,0.00117853,0.005607826,0.008219048,0.033622397,0.00257684,0.100441776,0
IGBD.C._A,gsd,fish,0,0,0,0.009784309,0,0.002343453,0,0,0.02735284,0,0.012720981,0,0.002956629,0,0,0.161973428,0.177230014,0.007394501,0.025816417,0.021579718,0.010586785,0.044360842,0.159936358,0,0,0.054966382,0.002819904,0.004086501,0,0,0.031854746,0.008419349,0,0,0,0,0,0,0,0.027799384,0,0,0,0.003922626,0.088779744,0,0,0,0,0,0,0,0,0,0,0.034403846,0,0.078911242,0
IGBD1_A,gsd,fish,0.002397279,0,0,0.003714097,0.000324097,0.000644827,0,0.000366256,0.020905989,0.000366693,0.007376266,0.004772421,0.002674814,0.000368383,0.002797919,0.135701763,0.191558074,0.008964286,0.024736681,0.018588133,0.009841305,0.043478431,0.176114905,0.001983291,0.000837041,0.059102379,0.002748607,0.00557172,0.002904076,0,0.023112141,0.006582342,0.001085845,0.002939622,0.004813148,0.000811938,0,0.001862927,0,0.02010554,0,0,0,0.004208844,0.07189981,0,0,0,0,0,0,0,0,0.00490946,0.001624173,0.04119496,0,0.086009518,0
IGBD1a_A,gsd,fish,0.002490392,0,0,0.003839173,0.000324284,0.000694617,0,0.000371662,0.021248529,0.000388443,0.007485229,0.004713728,0.002715364,0.000709216,0.002864107,0.136601597,0.193113544,0.00906474,0.025034677,0.018676809,0.009626073,0.04316779,0.175759978,0.001918611,0.000805487,0.058881233,0.00278846,0.005614901,0.002878185,0,0.022875412,0.006568596,0.001085924,0.002802776,0.004898429,0.000869226,0,0.001854012,0,0.019745117,0,0,0.004088353,0,0.071563375,0.000689909,0,0,0,0,0,0,0,0.004676396,0.001747929,0.040527222,0,0.084230495,0
IGBD2_A,gsd,fish,0.001205898,0,0,0.007351687,0.000388689,0.00020819,0,0.000388269,0.025956462,0.000349599,0.007295333,0.004603296,0.003233781,0.000968046,0.003223593,0.137636733,0.188226365,0.006908525,0.031838643,0.020020975,0.012875388,0.035011229,0.162147996,0.001195398,0.001147548,0.049260604,0.002766561,0.004476242,0.003631787,0,0.029909584,0.007334376,0.001636953,0.00223449,0.004091909,0.00082518,0,0.002149104,0,0.020551199,0.000625917,0,0.003621681,0,0.09435415,0.000590046,0,0,0,0,0,0,0.000825491,0.004495852,0.001471418,0.041188341,0.001711456,0.070066014,0
IGBD2b_A,gsd,fish,0.00115587,0.000746711,0,0.007116535,0.000354895,0.000740101,0,0.000369763,0.026088201,0.000330238,0.007005275,0.004432306,0.003555766,0.000995454,0.003126748,0.137559979,0.185519228,0.006680861,0.031084297,0.01967098,0.012518361,0.034596457,0.162528677,0.002481421,0.001106451,0.051505112,0.002715299,0.00435361,0.003512539,0,0.029792552,0.007098835,0.001564708,0.002154612,0.005197247,0.000839034,0,0.00215449,0,0.020066228,0.000639238,0,0.003323051,0,0.0935057,0.00318814,0,0,0,0,0,0,0.000780107,0.00402841,0.002355771,0.040181486,0.002083432,0.068463748,0.000732074
