"","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9","Comp.10","Comp.11","Comp.12","Comp.13","Comp.14","Comp.15","Comp.16","Comp.17","Comp.18","Comp.19","Comp.20","Comp.21","Comp.22","Comp.23","Comp.24","Comp.25","Comp.26","Comp.27","Comp.28","Comp.29","Comp.30","Comp.31","Comp.32","Comp.33","Comp.34","Comp.35","Comp.36","Comp.37","Comp.38","Comp.39","Comp.40","Comp.41","Comp.42","Comp.43","Comp.44","Comp.45","Comp.46","Comp.47","Comp.48","Comp.49","Comp.50","Comp.51","Comp.52","Comp.53","Comp.54","Comp.55","Comp.56","Comp.57","Comp.58","Comp.59","taxon","species"
"CP1_A",1.5173530820583,-3.92470963462861,2.92687966938922,-0.984410000660754,4.16202740070475,-6.86525909287696,2.72647953822505,-0.00405676190411593,-3.63222545541338,-1.41007175312408,0.663635894975358,-0.792880884468799,1.57356197289118,0.371602398637994,-1.41031596557433,0.848380367205334,-0.282990799496273,0.0109716861026954,-0.644052868670226,2.84306777352119,1.66797059462883,1.00544343755886,-0.99342748331975,-2.82831785102234,0.184231624579662,-0.346101660896656,-1.26132552911899,-0.719733670631889,-1.24168152200223,-1.97722264505808,0.32008433831738,0.823890156372544,1.1935652206967,-0.921405224488197,-0.798841211282079,-0.959509787367379,0.984784084093538,-0.979389211228365,2.27925966635369,0.45036647871542,0.794405427630035,-0.422236905596141,-0.219497888284055,0.0282605421536751,-0.10854299024685,0.801561567621013,-0.79577320635142,0.470598226596971,0.151473406323693,-0.31266959388219,-0.400669752306624,-0.208889383846356,-0.237986565044044,0.268122927492576,-0.0566169865071292,-0.13939005562589,0.343096362667907,0.357164693500431,-2.33507411236816e-09,"crayfish","cp"
"CP10_A",-0.333112048285973,-2.31105693433753,1.83197935799799,-0.331289385546046,0.350332657788201,-0.996907897930643,-1.60389134338758,1.84857153316591,1.15415164044072,-0.610911066930204,-0.263154412682108,-1.53685355445642,-0.647051994608201,-0.317174356149812,0.0870550068433904,-0.742180542653487,0.310649005547844,0.0337452450612868,-0.375539505385558,0.294277594800865,-1.38401213252932,-1.44545337305408,0.551363204982005,-0.469699601731067,-0.294236936119517,0.46095617591153,1.27726245116732,-0.54352934672712,-0.299352020434533,1.8226783765688,-1.07148806339307,1.12042539280125,0.122826036370716,-0.0655264576489809,0.193302880002289,1.26070984511702,1.5170727009043,-0.69144129110966,0.059188016597965,0.132413038812168,1.16235062579564,-0.107949330780977,-0.0661813561058192,0.943880048085084,-0.491029396771327,-0.192522954043061,0.621404391674113,-0.210810729869485,-0.405060140930353,0.0465622273116437,-0.424045695182541,-0.4558533004107,-0.172988993027815,-0.114065838471699,0.115885347052547,0.115798571169071,-0.118794820078859,0.0765326987125942,2.44196702529204e-09,"crayfish","cp"
"CP2_A",-0.325439686424019,-4.57956120599794,4.11070608078394,0.394891178521934,3.50211993421039,-4.33398087541474,1.15542959849813,1.47219295653564,-3.19493983476135,-1.15863507991643,0.246509927303916,0.647085704144897,0.886333856203177,0.535969706459855,0.0770347566987362,1.0514842927823,-0.192203874328271,-0.309631515870393,-0.19766234522688,2.17113415696493,0.346226332853438,-0.0496558691006503,-0.918192462127134,0.178899823424342,-0.242878261248633,-0.0718390399419437,-0.397238678932628,-0.238055298565358,-0.67881872567991,-0.149884845115339,0.223694820851338,-0.251934633105265,0.559615177582633,0.403725429003758,-0.0247222560713188,0.554267371040067,0.137551939818723,-0.382965496667126,-0.691033785383212,-0.510101084184531,-0.662920222885591,0.00159459616682044,0.408688238506181,-0.0071788099488157,-0.12649869931831,-0.557012095439253,0.34588417755714,-0.179570833444835,0.30824077216556,-0.132147613324342,-0.0500766329623244,-0.067515420225266,0.0872890142949152,-0.288267687750275,-0.0826619928745237,0.204345402748276,-0.171492739024562,0.0912046056579809,3.74113758808831e-09,"crayfish","cp"
"CP3_A",0.154205814775464,-5.08803978833308,3.29545821727429,0.69845201300766,3.72354085652584,-3.98368491412243,1.03122575072115,1.14168895430836,-3.35454630036539,-0.628864848630775,0.443215532111255,0.921239764249416,0.691382451414566,0.61820566835895,0.383022005763323,1.11471710053601,-0.399600865913816,-0.455018717152846,-0.547479631078531,2.09890819742805,0.25037143534342,-0.0220258556272779,-1.03421746916999,0.555742409954508,0.0458715121737804,-0.330529537498349,-0.372466363542251,-0.209098123603478,-0.812907757314372,-0.375312929824504,0.462799819953496,-0.661689131859323,-0.0128937832824823,0.341193493885514,0.028678697614374,0.322050907452399,-0.269983552853758,-0.0824397112214035,-0.819081144668095,-0.0290122533247175,-0.629027228043883,-0.345736652441318,0.47343118911664,-0.00745475481359609,-0.219779087212474,-0.325200698958089,0.467984124321686,-0.354332547099859,0.351778184735956,-0.186066611138064,0.142089275550576,0.0573239607741889,0.284683848441731,-0.18135669705196,0.0171156736560166,0.219619383777796,-0.57940111595861,-0.122990126938265,-4.85006910241198e-09,"crayfish","cp"
"CP4_A",0.212185447934153,-4.75299156357781,2.99854302955109,-0.101748125312467,2.65500570640879,-5.01641305697866,1.60811947414109,3.29830254266146,-4.38793755097203,-1.12552699400986,0.626725010923105,-0.169515500956652,2.04783248905847,0.364848895189231,-1.69016130941449,2.24023538940561,2.77616112042136,4.48211429860336,-1.40334777848013,-11.3567891101961,-1.48622355738143,0.0205922004031286,0.751281167609731,0.587342618141098,0.606962044888608,0.23029069913927,-0.190504233674614,0.576973796287404,0.307721210140159,-0.0929566226617604,-0.011188927251962,-0.245519167499248,-0.145149905958294,-0.214062153583371,0.19897221189138,-0.140171048100584,0.117887691719908,0.204576858719909,0.0828566433603272,0.0299817777434106,0.102610358745371,0.0492789438049513,-0.0509361340008891,0.0713590497627363,0.0742191024568613,0.111949254612224,-0.0873699154691975,-0.00911556781048664,0.00360442748764023,-0.0350328880690292,0.0676956262089944,-0.0212433372217444,0.0213985263929994,-0.0479440973670305,-0.00778716906176264,0.0145763850787339,0.00136117760567745,0.024624536447523,-6.88524298339543e-11,"crayfish","cp"
"CP5_A",-0.0495458240331618,-4.03911591388579,1.14875205486442,-0.117461986757635,-0.306344065936346,-1.42167419432374,-1.36942554046328,1.50752034665617,1.18493277417051,-0.306263034534195,-0.500340578224675,-1.59515027786148,-1.11389336954643,-0.178913601445421,0.157476458602855,-1.05150003127291,0.183078149415642,-0.170762923347493,0.0251988951145106,0.132834950005396,-1.09735226315194,-1.33426371242292,1.15858184670518,-0.805769356213769,-0.383953914219132,0.804887731240743,0.385990469194067,-0.339066802178116,-0.429561717683041,2.08141667192462,-0.296370469920314,-0.412672887099389,0.331441739130003,0.000402990614239249,0.483910948773889,-0.342495076759537,0.299794670553394,-0.722730736661125,0.813173472797583,-0.269864861400341,0.0417270209624256,0.578603606183376,-0.47094485971145,0.609966666552931,-0.0952885590527317,-0.1161631090858,0.0374460202207767,-0.088039954932925,1.01733031409247,-0.442914416891058,-0.116458507662209,0.302595044209422,-0.135398592446652,0.267626054355283,-0.261822611258809,0.222050436850032,-0.078041673517984,-0.0729841288860135,-8.44518177351566e-09,"crayfish","cp"
"CP6_A",0.850516536187757,-4.22352407031567,1.07296672186797,-0.0142288025768943,0.397151420128902,-1.33251054159757,-0.99160038091017,1.99531816898708,0.877469425773427,-0.0964813015598237,0.247259018987193,-1.55858241292703,-0.142476297771689,-0.48134836336502,-0.292973650240892,-0.616043666061458,-0.240423723758372,-0.178422303061741,0.10722675651228,0.563462559934592,-0.634322543074585,-1.32683525211248,0.908802693053599,-0.128685739311259,-0.17998570573232,0.017378116925688,0.874587659105937,0.455795006788187,-0.50595641682259,1.17375747519686,0.251876225911148,0.178002542465825,-0.422027228476173,0.162742094208124,-0.143134189832343,0.301068173744016,0.0367923906876405,-0.230637570583165,-0.149775777032131,0.803595442050846,0.353278937417861,-0.214240010116416,-0.289068899743231,0.136618287222147,-0.180343764580827,-0.0848272994918319,-0.167226533162411,-0.346987860107994,-0.273886112168093,0.15609688750406,-0.00616956223232245,-0.128273395854889,0.287814542988038,0.250057902897507,-0.19075619763219,-0.14043744067948,0.0273209104820364,-0.0575733859547953,4.82651223935454e-09,"crayfish","cp"
"CP7_A",1.21198504569379,-0.459836319506348,-0.0122040744398257,-1.48055513224891,-0.0212511933650952,-0.469873353962079,-1.23680276045096,2.03890973673097,1.88995196454594,-0.961903397875936,0.781788696252334,-0.684506506099115,-0.463146828852003,-0.549740027070939,-0.496151746082541,-0.579785948502216,0.770734662050347,0.912529749381938,-0.6995738418985,0.726935725346311,-1.88906329676053,0.185095883266952,-0.0816834948711814,-0.569921074309719,-0.12525457478333,-0.774699580661281,-0.0152895289937066,-0.675676866181408,0.67189025877182,0.820516870153014,-0.752128650513157,0.554670654730094,-0.48698663533992,-0.0979727542921233,-0.197206440323804,-0.235048529128928,0.709623252368399,-0.565262181113284,-0.130017006615782,-0.640222105888423,0.284303986005024,0.300743637205626,0.230073593028545,-0.2314689629266,0.42544409113857,-0.683448688784831,-0.265409369173293,-0.397392330498254,0.434963415155328,-0.087358748233804,-0.195550035901598,-0.047713339583205,-0.179686618998906,0.683129886973038,0.42703231696201,0.261224633706274,-0.101982682482772,0.000854194014417308,6.94014617476368e-10,"crayfish","cp"
"CP8_A",0.0482487657997275,-3.66751905232611,1.32696083565636,-0.385577021965723,-0.128075031700049,-1.4366650196679,-1.53112949987488,2.50917768202189,1.27551214847439,-0.494724400402387,-0.064073174466861,-2.18086235233078,-0.500081941306104,-0.608105673176609,-0.337254732797758,-1.14926901985008,-0.198868765385444,-0.259868129802004,-0.192796986161376,0.333728292929802,-1.1809276939088,-1.51215854850774,1.23554253776613,-0.695791554927068,-0.00359768533180415,0.47346521715732,1.14081810027949,-0.266689939135403,-0.233209481648718,1.70840263016685,-0.210513415366658,0.356754942590582,0.0659392518234967,-0.0209033929538969,0.0638316816598931,0.188707718587147,0.379076946340942,-0.409470307547308,0.274694335595668,0.31567433216735,0.291571951157399,0.430592206411591,-0.20468670993431,0.0499714937393029,-0.189779736369445,-0.461377301342324,-0.128942547602847,-0.321168674026872,0.0443481145400639,0.303226949108923,-0.217550233528154,-0.235620452907529,0.429767062257713,0.35039219727522,-0.203086846414092,-0.190032249297586,0.074001104158637,0.106427523916032,4.97592766383198e-09,"crayfish","cp"
"CP9_A",0.246224626232295,-4.36330460905083,3.11050792714058,0.696720778893283,3.21319515474041,-3.79962130841203,0.949858151909395,1.50600203912503,-2.52610834445515,-1.03741208411147,0.32959210574325,0.385148904898528,0.578903134292697,0.24547557410458,0.309089421239373,0.917510390809325,-0.230873925579583,-0.114979470123542,-0.225757766481341,2.01796421006005,0.392563475851041,-0.0162420850108607,-0.915622913817952,0.445476749884549,0.0295556829545398,0.176497481388057,-0.162183607217991,-0.00316787438119669,-0.419200807168114,-0.0683842941224976,0.304364244727228,-0.599475858331467,0.282382813879605,0.0430355656504229,-0.0697395213851091,0.470959876477171,-0.0604100617168113,-0.207084195449236,-0.519199852809454,-0.0891944742516771,-0.486604976026765,-0.110922144962794,0.191772177946853,0.098700658569171,-0.246154801012109,-0.510566452532205,0.0834427647485834,-0.433982509399499,0.145042588822174,0.161742790816439,0.0984958771283985,0.00473616696129016,0.134909376681811,-0.125956013652794,0.136578099957335,-0.0229070521462236,-0.103565149587629,-0.00168414429950189,5.61398577018229e-09,"crayfish","cp"
"CV1_A",0.806145145242838,-0.56294346088231,1.742040609849,-0.660845315445818,0.37397007632333,-0.478812989236992,-0.983252219575968,2.24528349016742,0.594145078784773,-1.17058390842527,0.180724935215629,-0.773134146823757,-0.486962976380349,-0.282446546552325,-0.150103629757358,-1.10592550487426,-0.0122774531735611,0.332912486981909,-0.129489903009755,0.834204756783352,-1.61961038812095,0.171145188981004,0.230768727496797,0.527792941598442,-0.017318646781513,-0.132208759773465,0.326701652319666,0.264571809123667,1.00616437041413,0.680954341762799,-1.44456683418667,0.220033317959067,-0.934192415421014,-0.232572249996369,-0.11590483904954,-0.958452384830468,1.42494801557555,-0.278939776983752,-0.645410808702667,-0.770380867904077,1.35877126528948,-0.53911133698634,-0.332921520398756,-0.279227962711479,-0.392792479446065,-0.552185684214072,-0.104027491629312,-0.182773331570202,-0.106995450964188,-0.4992050758497,0.274912075241389,-0.0275076343298506,-0.328068403136308,-0.134151563147026,-0.00113317783255642,0.0596478184953741,0.106645202478983,-0.0207056989781789,-2.16288493278677e-09,"crayfish","cv"
"CV2_A",1.2399449498661,-4.90630231906416,2.00070020509848,0.837757734227195,2.58799203102843,-3.13722791369302,0.702685192227066,1.38351262024264,-1.91696339112249,-0.618210324593583,0.637553269203116,0.00791583936703637,0.726010205330341,0.190815564093538,0.117892280254391,0.701453351586427,-0.44422175447832,-0.116134540289982,-0.136269386157049,1.87335768919123,0.0221412617786037,-0.42435274980846,-0.536086470549321,0.593243424464568,-0.109895954089613,-0.418959262233981,0.147031420349617,0.28738794211473,-0.70029398605852,0.236539248820231,0.632239529066554,-0.636917638476411,-0.28833700330863,0.11857276565153,-0.139805324608048,0.338025714800329,-0.58192496288554,0.242104061554996,-0.674459387984379,0.897497322764543,-0.0215953203903495,-0.453861984322561,0.0968003166526827,0.287237874410915,-0.136747944616609,-0.111045846858874,0.0910274940483759,-0.276560187761775,-0.125305078308424,0.0465053583587547,0.394809667464779,0.123923980036017,0.220670370736087,-0.469085273644434,0.217454040435559,0.194646044170511,0.213608808922754,-0.207718612275153,-9.39602937729406e-09,"crayfish","cv"
"CV3_A",-0.630393335844713,-0.518442023497356,2.78653007971497,-1.42540434400696,-0.546924729022374,-2.35066195513587,1.09261272248691,2.50315703830337,-0.516100391930845,-2.04900680302626,-0.583623831964986,-0.652296420403577,0.278010153162256,-0.146980739879639,-0.784118570978965,-1.41014802588035,0.273142845591538,0.172663636687674,0.511465312823186,1.45871173155834,-0.223541931987539,0.288111476973988,0.164442406947356,0.948159410282833,-0.379734807255621,-0.41271132371672,-0.458552545187784,0.275343169872203,2.55355233570658,0.921754352308927,-0.957927362953603,0.492230016526249,0.401939738059367,-0.756730482864326,0.186328953346413,-0.0178134256978444,0.276423403241098,0.769178131716311,-0.919529614460047,0.283712666845483,0.878000709698462,0.740276324394456,-0.678891836348676,-0.0683988302754906,-0.127670956773391,0.15535881750178,0.412619424485171,0.414067326061639,0.026939466201569,0.128722141912928,0.279056973879057,-0.0850697173450214,-0.353725059344426,-0.195515708442845,0.279409567179672,-0.216498351682055,0.149237822223497,0.138162262378337,9.80975905541526e-10,"crayfish","cv"
"CV4_A",0.162034436583374,-2.12515749671136,2.15180719964922,-1.17187081181024,0.48010529753978,-2.83501543976542,0.504735181125176,2.57934061810281,-1.29499223093972,-1.61847662358634,-0.160982706077492,-0.684239238387531,0.613906564166414,-0.141764085081788,-1.1107472882765,-1.17308366372346,0.266693754718052,0.197515121890113,-0.0165740472771965,1.76597368003749,-0.37706065154762,0.0164997288166501,0.146203408299776,0.362221141267521,-0.49295592956251,-0.831842913467695,-0.644889214972499,-0.835686851887989,1.53106764850934,0.694939611988952,-0.58040279853566,0.252236529339871,0.542012764485644,-0.91759482707689,0.289372984416322,-0.0020635212061555,-0.280447739121918,0.946385601374306,-0.352347836141816,0.322454850235965,0.634225289075492,0.129208773330675,-0.0862270058640408,0.275083494615352,-0.0369328584442355,-0.430410768299669,0.545807533624697,-0.0840555178209324,-0.340925777051856,0.505700175325038,0.168287951141652,0.0664780410767059,-0.0240443544724533,-0.124442418277569,0.116347923836715,-0.217380751198766,0.18065220196334,0.341414028918924,3.36228949630174e-09,"crayfish","cv"
