"","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9","Comp.10","Comp.11","Comp.12","Comp.13","Comp.14","Comp.15","Comp.16","Comp.17","Comp.18","Comp.19","Comp.20","Comp.21","Comp.22","Comp.23","Comp.24","Comp.25","Comp.26","Comp.27","Comp.28","Comp.29","Comp.30","Comp.31","Comp.32","Comp.33","Comp.34","Comp.35","Comp.36","Comp.37","Comp.38","Comp.39","Comp.40","Comp.41","Comp.42","Comp.43","Comp.44","Comp.45","Comp.46","Comp.47","Comp.48","Comp.49","Comp.50","Comp.51","Comp.52","Comp.53","Comp.54","Comp.55","Comp.56","Comp.57","Comp.58","Comp.59","taxon","species"
"AC1_A",-4.274026542137,1.51295713883378,0.647641739060067,0.678742249201009,-2.23643660070601,-1.75031000196482,-3.1418680532497,0.141707407101347,-0.973888741543731,-0.0262035049844435,-0.392677114128315,-0.390229165217704,0.495110714960922,-0.731629796926972,-0.203569662221989,0.739037427702299,0.0294142248302448,0.343973333419697,0.14091371915704,0.572900642723589,-0.27279698078748,-0.276676149068022,-0.141678677924774,0.0514186325989873,-0.064603250793227,-0.590215758265166,-0.249737785227527,1.24540952174985,0.731216584169202,-0.768486662211507,0.0872774839833177,-0.535171344093754,-0.608587162895064,-0.650095389938377,-0.729624954249191,0.313324540898812,0.269520826272473,-0.000372733308197617,0.193945527479259,-0.420633042590669,-0.215990565261869,-0.00527570884864743,0.133789977169478,-0.411453283153172,-0.0189732215802669,-0.0222213781569313,0.255114666455714,0.267671778085764,-0.0360696477556265,-0.337666838959065,-0.0717066571630774,0.279772773318523,-0.176852962832676,0.082719920528301,0.0756621569106882,-0.160054457293237,-0.254653491279149,-0.00120216837469219,-7.6101206399927e-09,"mollusc","acl"
"AC10_A",-3.99929447092413,2.70522170922129,-0.340630087244939,0.433633823606566,-1.64224725878289,-1.97793444676937,-3.2304314535092,1.01037602069946,-0.148700944682731,0.481999119670368,-0.912612816115403,-0.133339371050681,0.646094411416812,-0.517242623557143,0.834027835789319,0.558217096795523,-0.939311569492245,0.373070271129248,1.23381018015051,-0.0596808324451095,0.0543354511068706,1.23899160364554,0.0131634742844908,0.218992387744538,0.169423838197212,-0.66240111952951,-0.773200702544963,0.234865154862256,0.596595273959142,-0.689997965165402,1.86537835910654,0.12397131344322,-0.458767756725482,0.461643727697159,0.723761603806442,-0.219480464042672,0.284157122609998,-0.352308558942326,-0.381087177070406,-0.06156315384862,0.235184458526541,0.318583785920875,-0.286520340953311,0.487602566028503,-0.135734592747211,-0.17380676086758,-0.0267602154476734,0.078562246472983,0.32972403251693,0.432672697793734,-0.0209535560345601,-0.255174015719461,-0.00878907866094156,0.16955756478237,-0.131782968993823,0.120651655615154,0.130241400116746,-0.200339804109054,-1.62383218221644e-08,"mollusc","acl"
"AC2_A",-4.56880391345417,2.27855657752122,0.273514798266537,0.887954545741142,-1.8253048881404,-1.97025288591383,-3.51936120374602,0.756838927468423,-0.385705833250026,0.068499102589661,-1.24690039678461,-0.527684060984643,0.950536395503242,-0.992108981970292,0.533173492000307,0.738777263502938,-1.26279937586272,0.558436609191778,0.73486143650872,0.0180124039129765,0.0305697034270375,0.943542881416863,0.203318471221924,-0.395396871706104,-0.229082242556677,-0.602947954823771,-1.00947597515795,0.270463572661502,0.311340015776185,-0.664053933947646,1.525039976767,0.278595018625,-0.529177339109194,0.605902250860118,0.364802298746544,-0.401469269170397,0.245184164977069,-0.0415542222511338,-0.4123872833079,0.144782684309016,0.479490946852044,0.183748490154,-0.249737654005294,-0.0951474204512123,-0.0625453521917577,-0.512778283966618,0.328802910601999,-0.0206376151902141,-0.0461847053666236,-0.265177787779321,-0.279207728455294,0.298341502680402,-0.348295522033751,0.13607630108071,0.108107313407872,0.0286751160484736,-0.0993234186034256,-0.0282309955782524,1.12749306852705e-09,"mollusc","acl"
"AC3_A",-4.37397803976558,0.903644067567636,0.541541250929288,0.89359719431731,-2.93315133164305,-1.8297938559351,-3.48394480420422,-0.0223263925010254,-0.961111027912767,0.572424822675094,-0.161595189125811,-0.2714685315377,0.420740792171165,-0.731228001158189,0.242557553110902,1.3009858796217,0.26875195249493,0.0971406011372225,0.0999416278534065,0.297031006445128,-0.227347399506868,-1.25108694556036,0.274832047301885,-0.433606674115577,-0.405554709305093,-0.488006788841575,0.330432184605497,1.02461411376227,-0.416813212867864,-0.176089025321614,0.114969754174045,-0.325984844853744,-0.65177932687706,-0.430895842208061,-0.127775814966703,0.38104150421782,0.346156048369326,-0.881223408726489,0.383887624730495,0.18319586162533,-0.13040762490004,0.251967041864855,0.525128464769432,-0.278811582861593,-0.212170864824671,-0.302013270966303,-0.200069196037431,0.199259880822993,-0.440569572715491,0.222024768644467,-0.0770481561690293,-0.0204229796181168,0.068854820814616,-0.00837575793987553,0.101947754219302,-0.0206463508162899,-0.0823345683763314,0.0115629785084715,1.23687948086829e-08,"mollusc","acl"
"AC4_A",-3.88140211404327,2.30902509664286,0.19551461829968,0.0504295752477301,-2.51818895764466,-1.76431306547749,-3.37276278378036,0.423954958308014,-0.518427082518644,0.199754828950842,-0.0703913396035843,-0.277099002737072,0.568226056650491,-0.201413577823534,-0.269165249995002,0.399164393717692,0.285674789790129,0.177445625939098,0.767710970184783,0.37062618946521,-0.492054998671003,-0.123215479593232,-0.172583320981726,0.284469748473078,0.170897035660433,-0.911282376129478,-0.00750287056368753,1.00049657881071,0.812551694729079,-0.652625540439085,0.238631859630677,-0.453479893671652,-0.425808775196408,-0.735006205357108,-0.336697642194543,0.477377226754967,-0.0184263942971124,-0.410684267060613,0.203446773484997,-0.503134329715838,-0.576474551923454,-0.245122688705152,0.209472043155137,0.147956108064587,-0.0333856527401998,0.287108876147157,-0.0692708036107053,0.363851721157281,0.207909831680239,0.149432630711832,0.249627172111602,-0.455677470977617,0.379308331474478,0.0684138427730401,-0.0448121937774072,-0.0678689988477374,0.114340169719987,-0.00261535423123854,1.61160199118118e-08,"mollusc","acl"
"AC5_A",-4.47078464499877,1.02775166135206,0.241389772384774,0.966634495885488,-3.15029773641736,-1.85806282904139,-3.49791699201997,-0.154430043741726,-1.05579951113236,0.658873805790821,-0.0591032699648281,0.0469240175784598,0.348895338986584,-0.98723036545617,0.303991726905768,1.24688497568688,0.185717980370379,0.263871634597405,0.089743047067142,0.275113107620042,-0.169748555144045,-1.12507068243523,0.309121203524726,-0.790464546559284,-0.558380388037124,-0.738894947903165,0.389809289499427,1.00334967804545,-0.258923673926623,-0.264917504036574,0.232626330396679,-0.439452572928876,-0.635470753391348,-0.497296911763659,-0.160451301430101,0.53587408520166,0.301654707793144,-0.629090746590406,0.381619626544914,0.072476062700437,-0.183104916296943,0.359642419670087,0.481343027608266,-0.0875672824682626,0.0800191656025859,-0.174483848692117,0.0170210185604476,-0.110068984759288,-0.52913987814082,0.17548658230955,-0.203768159699237,-0.00673197837882913,-0.0402628138417204,-0.00137475425160256,0.287615348140948,0.0215565850036312,0.0586410476160882,-0.00848768642088327,-1.64384692342631e-08,"mollusc","acl"
"AC6_A",-4.53353990895752,1.8471552000407,0.419728688663883,0.371531442578735,-2.87644562360636,-1.55113073148721,-3.40919090505267,0.385450361628295,-0.719400863737336,0.45980985173187,0.0806786937378766,-0.443143133318677,0.603615779158419,-0.25026494749718,-0.22080681940314,0.616548431899833,0.185655319421225,-0.0377263085305872,0.415601179008426,0.406288306617801,-0.489692371127328,-0.201225172208113,0.110533986886131,0.138740836408444,0.151876838805626,-0.521950898475519,0.0211250622920591,1.31767290559285,0.758693528040265,-0.434790329484212,0.422445252901012,-0.453098294812499,-0.680242966681992,-0.783560498570937,-0.472312387889943,0.240804459285404,0.21033751417012,-0.296969637228203,0.236737693601589,-0.350681803979275,-0.00833734177718241,-0.0754897482368889,0.219152112193224,-0.18589410457887,0.183742480400062,0.0969092436911774,0.0889934743782927,0.197737867893377,-0.122137614588156,-0.307816185850753,0.0815235412840796,0.158455905966865,-0.132473786903412,-0.024844296988021,0.0572635818867293,0.0880489546534114,-0.014164251269124,-0.0880349408276713,1.30182028048112e-08,"mollusc","acl"
"AC7_A",-4.51508098199579,1.78588770763882,0.51406349200518,0.605784970681295,-3.14908359762843,-1.64245744742661,-3.30094947054346,0.248464990632577,-0.880759965129985,0.144529822778656,-0.370568866870678,-0.41828470025993,0.565860930600011,-0.902029597168979,-0.449540315900246,0.712819088265597,0.0432241045280124,0.254029001642216,0.0600432999391547,0.467364716480036,-0.332338840253482,-0.322880170014099,0.115486760333061,-0.124867151344786,-0.215328219406888,-0.655602589674251,-0.334055040830095,1.23378769058903,0.631059954336506,-0.622569423469009,0.0343429688324594,-0.557739629564659,-0.451372581918003,-0.765131055311725,-0.519599980772081,-0.100087290725098,0.305017228190193,-0.0711079909935818,0.213220360020377,-0.415778496243383,-0.12999027779898,-0.204167267397232,0.0792674609523766,-0.157025427266658,-0.108957976280367,-0.124490577950255,-0.00903660570436636,0.506696821839449,-0.117387801326891,-0.212714392649267,0.191104693551689,0.0886358415599857,-0.133753467029609,-0.0618924121544175,0.022378450891383,-0.139933243744223,-0.137171631327405,-0.0642824522581135,-4.62000355246767e-09,"mollusc","acl"
"AC8_A",-4.4721760142332,2.69014623343587,-0.309848623765653,0.590111736266149,-2.00470761563404,-2.1050830181738,-3.5109936202695,0.84752957857591,-0.108574687847581,0.397532577028208,-0.865139268853118,-0.209235939970076,0.688460926365583,-0.611260960015281,0.55696857850652,0.56882145902665,-0.894492464696853,0.503603909080079,1.36282384913797,-0.0856100399648733,-0.11367988832967,0.913077228510335,0.109438546466051,-0.134797108885559,0.0511632271245977,-0.864770638101369,-0.711709947856865,0.120309340073798,0.232944039553919,-0.775329580777229,1.5280450993131,0.173606393591284,-0.441586679561358,0.536633482734147,0.900846821169805,-0.108013093578151,0.0421918218065706,-0.32229697640059,-0.2543922806415,-0.0581106979156479,0.0583697453448893,-0.0954635675953547,-0.324069780837638,0.360084889868184,-0.0767166852521573,-0.159381999671577,0.154716695422142,0.275092755434938,0.358748068012388,-0.0897318374850796,-0.218481390590494,-0.229454805444658,0.116429097136336,0.0897588864000086,-0.217284070921161,0.21326921729308,0.221907478752157,-0.041095784697725,-3.52891051710186e-09,"mollusc","acl"
"AC9_A",-6.34183460408961,3.12138117495961,-1.55469389320552,3.42770031717181,-1.54583214518467,-3.42849289709168,-4.40264175748441,2.98339654562373,-0.768441506398901,-0.229712624535473,-1.35912035536634,-3.51787718234078,-0.0887529711940943,-1.64598367994702,2.7731890758548,2.72493300915467,-1.23145540146824,0.96540712230147,0.655159756019079,0.414831940349058,-0.0152820462137986,-0.0709422114122532,-0.0177999005390037,-3.37196351994248,0.941819991330699,4.66279589412508,2.98791465512103,-2.4088430719743,-0.76055528463801,0.790088833777022,-0.554289377140751,-0.395461741357646,2.85145053972805,0.244001334510771,0.683993780004798,-0.498304793997224,-0.775112220772222,1.78801222783991,-0.151500223920002,-0.385833531492701,-0.528409672516343,0.341296767329362,0.278789595364572,-0.315158493929941,0.767622748491734,0.420479759361979,-0.15767011386456,0.324949845549999,-0.254430511902773,-0.20177931884059,0.531798903383259,0.192866654699176,-0.110371432298379,-0.11490340856018,-0.0320090951911381,0.0136332582009153,-0.0486173271507752,0.00267516260599031,2.61682899741628e-10,"mollusc","acl"
