sample,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,taxon,species
O33T_A,2.497757043,1.339147556,-1.682785962,-0.36486682,0.057937935,1.177025735,-0.639018371,-0.390840221,-1.242079114,-0.187817476,otter_tail,ot
O34B_A,2.519961505,1.953023408,-0.722156159,-0.096421388,0.87124754,1.047040378,-1.533497357,-1.049242995,-2.032136542,-0.738284256,otter_tail,ot
O34T_A,2.332538355,1.001524902,-2.510196756,-0.310161598,0.418254213,1.63350175,-0.40035744,-0.301711175,-1.551089495,-0.15098674,otter_tail,ot
O35T_A,1.961032777,2.996449419,-2.787202949,0.839300273,1.335242328,0.593212137,-0.038209215,-0.049020732,-0.828390213,-0.809536981,otter_tail,ot
O36T_A,2.75844554,1.860120361,-3.426124748,-0.905756548,0.645097404,-0.534056695,0.943215048,0.562586672,-1.202056939,-0.099465281,otter_tail,ot
O37T_A,2.398827712,1.151776719,-1.796348606,0.042921382,1.965267842,0.936177749,-1.166010228,1.021329682,0.906816113,-2.603075424,otter_tail,ot
O38T_A,2.597599738,0.499861125,-2.270493644,-0.266269286,0.875683611,0.411381286,-0.660374234,0.718146775,0.641329928,-1.021005339,otter_tail,ot
O39T_A,2.629751014,-0.144490515,-2.95453404,-0.307542768,-0.304828733,0.224576883,1.335325494,0.817168722,-0.45645451,0.366964198,otter_tail,ot
O4_A,1.826353091,1.366757544,-1.312385735,1.044751275,0.976820874,0.575919724,0.958539979,0.289919619,-0.872656362,-0.472221367,otter_tail,ot
O40T_A,2.62757164,1.118219168,-2.132585812,-0.553845848,0.330961612,1.296398859,-0.534029127,-0.224570365,-1.600362128,-0.443237723,otter_tail,ot
O41T_A,2.416636637,3.197284271,-3.176740535,-0.120763915,1.670072446,0.27519666,0.380571099,-0.276119441,-0.049201682,-1.679902625,otter_tail,ot
O42T_A,2.467123871,0.795457738,-1.938922014,-0.898990811,0.030918905,-0.075560631,0.950422213,0.605557613,-0.780241666,0.451810096,otter_tail,ot
O43T_A,2.538028044,0.215349753,-1.8891112,-0.085017611,-0.905998751,1.34298563,1.086451344,1.175529885,-0.905180295,0.07698844,otter_tail,ot
O44T_A,2.627362345,0.065601864,-2.527083113,-0.01184082,-0.370851289,0.297080117,1.298400385,0.564779957,-0.75252725,0.363826938,otter_tail,ot
O45T_A,2.402210815,1.372970044,-1.357444183,-0.640532357,-0.255546274,-0.039322465,0.734018879,0.630647039,-1.095591183,-0.410211618,otter_tail,ot
O46T_A,3.202094744,-3.990028088,-3.567885624,-0.484086025,-0.609152252,0.793113698,-0.017809018,0.703050543,-0.734171477,1.928209583,otter_tail,ot
O5_A,1.579781297,2.639369615,-0.77883787,0.992629889,-0.269589658,1.539290794,0.670293673,1.030032123,-0.578854023,-0.69137323,otter_tail,ot
O6_A,2.236613938,1.050196845,-2.741807214,-0.246397263,-0.332590811,-0.273392779,1.466886112,0.479072403,-1.152322177,0.539845851,otter_tail,ot
O7_A,2.157276741,0.158879221,-1.309016084,0.66489288,-0.429074211,0.938761558,-0.293608991,-0.133384686,-1.186315344,0.327842239,otter_tail,ot
O8_A,1.530312975,2.268518169,-0.005643428,1.384030034,0.758771914,1.766372642,0.615029845,0.595309697,-1.616112508,-1.059509123,otter_tail,ot
O9_A,2.447778261,1.706457187,-3.024494279,0.720531783,0.656416657,1.026167591,0.194675641,1.019733911,-0.266861705,-0.70977125,otter_tail,ot
MPB_KY_A,-6.584960765,0.728026622,-1.736283972,3.293683852,-1.492352058,-1.918692931,-0.021286527,4.13182336,0.939726818,4.241001564,mollusc,pbk
IRES1_A,-0.724636345,2.215287826,-2.765329115,4.319206131,2.8160739,-1.34137599,-0.336033577,-0.687737831,0.363531243,0.82825063,fish,res
IRES2_A,-2.406774747,2.804417961,-3.027682327,4.886941989,1.917395444,-0.458721588,0.060510556,0.081566304,-0.35466653,1.368494657,fish,res
IRES3_A,-3.090274682,3.895213111,-3.826325838,6.14039942,2.50165581,-0.615309142,0.390517169,0.199226504,0.833412893,2.956812592,fish,res
IRES4_A,-1.985332701,3.538326231,-2.979053455,4.580944365,2.628187106,-0.853126269,0.107208525,0.488010886,0.977078531,2.121832763,fish,res
IRES5_A,-1.583126897,2.746326846,-2.128442161,1.945463246,1.242174982,-0.70931582,-1.286548723,-0.86296032,-0.76077917,-0.050233849,fish,res
IRES6_A,-1.867183178,2.916114875,-2.404676407,2.684831333,1.449393425,-1.158975694,-0.678175073,-0.624858658,-0.208300226,0.356988697,fish,res
IRES7_A,-2.557353682,4.613305127,-3.201646731,4.465681485,3.272740741,-1.380016602,0.438292977,0.512252972,2.147201138,1.220661268,fish,res
IRES8_A,-1.83180024,1.815647619,-1.27437199,2.550463115,1.00008153,0.026693906,-0.535652906,-1.099019427,0.006585789,-0.122713305,fish,res
IRES9_A,-1.917221334,3.000471656,-2.354490142,3.243678674,1.402318857,-0.779537225,-0.314001277,-0.039779948,0.428519442,-0.043955324,fish,res
MRP1_A,-2.908494169,-6.708924539,-2.81806536,4.231032093,-5.023210531,-1.818977549,6.178173957,-6.201555344,3.440926062,-6.230890021,mollusc,rp
MRP2_A,-6.599680831,-1.394975848,-4.642091626,3.015298272,-5.888915256,-0.79310078,3.149410809,-2.171964645,0.863783696,-3.156555338,mollusc,rp
MRP4_A,-7.599748709,0.851162191,-4.891864101,4.214700511,-5.419188449,-1.505856982,3.212208725,-0.227576908,0.433936211,-2.402900537,mollusc,rp
MRP5_A,-5.424282732,-1.99981755,-3.250517147,2.19136262,-3.517109304,-0.156224587,1.652571711,-1.677267178,0.548856965,-2.239293286,mollusc,rp
ISMB1_A,1.270024331,3.273788605,2.195460004,-0.419678071,-0.413569854,1.960470591,1.222185556,-1.193113699,0.317279345,1.256347001,fish,smb
ISMB2_A,0.45181357,2.00955259,4.150034357,0.121167178,-0.376435771,1.166544004,-0.462116977,-1.56313457,1.051668429,1.435610705,fish,smb
ISMB3_A,1.991127798,3.256951829,1.580433557,0.285437613,0.328653737,1.943593992,-2.679461647,-0.988931173,-0.316262089,-0.950880061,fish,smb
ISMB4_A,0.820096498,1.055823707,2.597784216,0.131983885,0.637072712,0.594589332,0.969795266,-1.661756777,0.107613811,1.524986361,fish,smb
ISMB5_A,1.000959661,1.297479543,2.288260162,1.096235008,1.41126961,2.332444908,-0.383977471,-1.338928245,-0.813374023,-0.153765024,fish,smb
ISMB6_A,0.126778079,1.75547613,3.160088558,0.409882826,0.720178481,1.455997257,0.474838227,-1.737251756,0.544198886,1.956594991,fish,smb
ISMB7_A,1.111352554,3.283997649,3.689552384,0.308221828,0.323016326,1.491140164,0.3966729,-2.03264306,0.087634653,1.700704853,fish,smb
MSP_KY_A,-2.729283045,-3.324797573,-0.78380243,-0.83477272,-1.187023745,-1.430640765,-1.403666264,0.329821256,-0.853267513,0.909918663,mollusc,spk
MWP1_A,-4.041563518,-1.525713912,-0.193890103,-0.419019685,-2.164974074,-0.540218472,-0.503640473,0.441120408,0.142684719,-0.670674807,mollusc,wp
MWP10_A,-6.658590894,-2.780469943,-1.976745623,-4.025610287,1.782452431,1.475304202,0.398643088,-1.056534969,-1.11019184,-0.411843293,mollusc,wp
MWP2_A,-4.044028405,-2.484061863,-0.867227238,0.110435194,-2.407896363,-0.47624963,-0.187651446,-0.18366258,-0.028209378,-0.208315454,mollusc,wp
MWP3_A,-6.544655383,-1.83386365,-1.289845249,-3.758033893,1.101680159,1.253520368,0.112504006,-0.234377709,-0.16110576,-0.66988423,mollusc,wp
MWP4_A,-6.731006881,-1.660351346,-1.205620529,-4.108250528,1.534705207,1.63465038,0.114699132,-0.252052467,-0.492611075,-0.843310838,mollusc,wp
MWP5_A,-7.959093681,-0.784139886,-2.772953797,-5.593430723,3.418143644,1.420023113,0.777793745,0.829202374,0.167898027,-1.327465027,mollusc,wp
MWP6_A,-7.416280167,-1.684624611,-1.495111124,-4.442562784,1.986165286,1.705190305,0.372516128,-0.236577344,-0.952543602,-0.72334073,mollusc,wp
MWP7_A,-7.378696417,-1.542384031,-1.288938059,-3.825651965,1.114625504,0.981420132,0.040923628,0.097800424,-1.078915306,-0.167675431,mollusc,wp
MWP8_A,-7.874670306,-0.249687697,-2.716207684,-3.766337324,2.669419301,0.489322538,0.387569656,1.369033115,0.116548329,-0.1037289,mollusc,wp
MWP9_A,-6.63328979,-1.428881769,-0.21308869,-3.914039427,1.687428832,1.784081845,0.382596566,-0.445335858,-0.597124141,0.127597623,mollusc,wp
